Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,84.000,1.890,0.492,0.713,0.827,1.087,1.490,1.892,54.194,57.907,0.529
5,105.800,0.926,0.528,0.681,0.763,0.855,0.969,1.098,1.288,56.780,1.080
10,102.200,0.883,0.516,0.764,0.851,0.953,1.047,1.119,1.459,4.776,1.133
15,111.400,1.054,0.442,0.784,0.924,1.064,1.199,1.288,1.625,52.285,0.949
20,105.400,1.291,0.548,0.871,1.054,1.210,1.356,1.491,1.896,117.219,0.775
25,100.600,1.293,0.502,0.910,1.167,1.320,1.444,1.571,1.916,80.783,0.774
30,109.000,1.375,0.540,0.981,1.301,1.498,1.658,1.793,2.133,59.310,0.727
35,94.800,1.393,0.641,1.033,1.465,1.671,1.815,1.899,2.201,6.273,0.718
40,99.400,1.579,0.568,1.282,1.669,1.842,1.986,2.104,2.355,6.505,0.633
45,98.400,1.740,0.817,1.479,1.817,1.998,2.144,2.259,2.567,2.916,0.575
50,96.600,2.077,0.458,1.459,1.914,2.116,2.307,2.392,3.028,128.057,0.482
55,88.400,1.730,0.491,1.255,1.874,2.178,2.364,2.429,2.863,11.830,0.578
