Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,996.400,1.570,0.808,1.161,1.290,1.472,1.713,2.023,3.900,130.974,0.637
5,1196.600,1.368,0.870,1.195,1.318,1.460,1.629,1.740,1.995,56.881,0.731
10,1188.400,1.602,0.878,1.277,1.397,1.535,1.683,1.797,2.103,1023.924,0.624
15,1215.200,1.518,0.865,1.298,1.460,1.636,1.812,1.951,2.333,123.187,0.659
20,1191.800,1.630,0.881,1.420,1.607,1.786,1.971,2.106,2.585,8.010,0.614
25,1133.400,1.718,0.884,1.484,1.720,1.911,2.099,2.233,2.660,10.047,0.582
30,1108.800,1.855,0.897,1.554,1.880,2.093,2.301,2.451,3.003,6.908,0.539
35,1092.000,2.032,0.905,1.721,2.068,2.276,2.495,2.671,3.197,7.311,0.492
40,1057.200,2.184,1.084,1.883,2.223,2.439,2.649,2.813,3.254,7.901,0.458
45,1011.400,2.326,1.200,2.026,2.358,2.566,2.799,2.985,3.412,8.377,0.430
50,975.400,2.361,0.830,2.021,2.427,2.659,2.870,3.053,3.504,9.184,0.424
55,1007.400,2.242,0.776,1.714,2.384,2.686,2.882,3.018,3.443,116.025,0.446
