Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1588,1588.000,816,1713,3849,6298,6487,9808,13944,69487,148601
1,2265,2265.000,633,1334,3053,5015,5280,6746,10725,47673,1031175
2,2255,2255.000,542,1255,2930,3815,4873,6227,8544,45807,120447
3,2808,2808.000,574,1249,1833,3554,4871,6174,7945,11842,104500
4,2758,2758.000,492,1248,2096,3891,4761,6127,7683,11776,1035482
5,2687,2687.000,528,1230,1847,3448,4659,5953,7578,11795,106563
6,2637,2637.000,554,1357,2857,3768,5162,6625,9341,12596,58081
7,2858,2858.000,532,1294,1912,3503,4778,6088,7124,11644,53774
8,2761,2761.000,578,1336,2990,3603,5086,6334,7671,11708,50348
9,2827,2827.000,555,1347,2006,3540,4905,6309,7735,11468,55838
10,2772,2772.000,561,1387,2907,3598,5004,6305,7622,11605,51806
11,2758,2758.000,586,1398,2033,3616,4936,6282,7516,11697,52508
12,2857,2857.000,595,1420,2012,3490,4922,6342,7366,11693,51093
13,2713,2713.000,604,1405,2702,3812,4897,6101,7356,11040,1036062
14,2717,2717.000,516,1363,2276,3645,4715,5923,6850,10785,1023924
15,2680,2680.000,567,1407,2796,3845,4898,6130,9331,11008,1034260
16,2828,2828.000,502,1391,2061,3316,4764,6038,7279,11202,110228
17,2855,2855.000,442,1468,2305,3498,5071,6407,7533,11687,49139
18,2885,2885.000,523,1484,2157,3455,5084,6403,7437,11680,15087
19,2859,2859.000,538,1538,2221,3494,5083,6383,7357,11583,48595
20,2818,2818.000,574,1556,2215,3538,5075,6583,8258,11588,16514
21,2724,2724.000,548,1569,2346,3666,5258,6768,9497,12178,18216
22,2615,2615.000,605,1563,2276,3962,5122,6503,9747,11322,1035357
23,2732,2732.000,610,1639,2445,3514,5013,6339,7270,11285,48016
24,2740,2740.000,585,1646,2309,3650,5186,6675,8143,11855,117219
25,2635,2635.000,514,1661,2379,3890,4962,6339,7557,11118,1036263
26,2691,2691.000,624,1677,2452,3602,5183,6531,7612,11534,52747
27,2619,2619.000,577,1722,2994,3817,5532,6897,8213,11923,16455
28,2560,2560.000,502,1748,2560,4077,5165,6568,7984,11768,1038821
29,2638,2638.000,575,1733,2393,3615,5133,6516,7498,11413,80783
30,2545,2545.000,540,1821,3153,3927,5584,6968,8964,12278,59310
31,2643,2643.000,633,1819,2604,3777,5372,6768,8155,11851,17275
32,2654,2654.000,552,1840,2615,3764,5408,6815,7920,11679,15415
33,2593,2593.000,547,1891,3102,3852,5456,6810,8188,11558,14602
34,2556,2556.000,597,1933,2769,3904,5496,6951,8582,12500,16128
35,2518,2518.000,641,1989,2941,3971,5538,7115,8653,12007,15330
36,2496,2496.000,680,2017,2838,4002,5648,7121,8984,12352,19075
37,2594,2594.000,672,2030,2730,3854,5475,6781,7610,11567,16061
38,2427,2427.000,807,2093,3197,4115,5651,7223,9401,12886,18662
39,2462,2462.000,688,2099,2963,4061,5666,7150,8715,12591,17497
40,2534,2534.000,568,2112,2751,3934,5575,6920,7829,11672,15495
41,2402,2402.000,716,2195,3154,4161,5693,7303,9051,12784,19209
42,2379,2379.000,899,2249,3044,4195,5833,7322,8767,12101,16069
43,2461,2461.000,772,2195,3082,4062,5622,6938,8276,11774,16703
44,2389,2389.000,865,2282,2938,4179,5814,7297,8853,12776,14974
45,2490,2490.000,885,2246,2906,4021,5525,6889,7954,11739,17024
46,2419,2419.000,851,2282,2976,4120,5728,7165,8323,11970,15739
47,2270,2270.000,817,2362,3435,4413,6040,7462,9789,12642,16836
48,2379,2379.000,945,2349,3244,4187,5798,7024,7890,11859,15431
49,2217,2217.000,922,2452,3738,4510,6147,7620,9234,13394,17292
50,2368,2368.000,994,2387,3344,4214,5733,7036,7873,11904,13535
51,2235,2235.000,1064,2493,3610,4938,5955,7446,9713,13889,1047312
52,2257,2257.000,905,2315,3118,3985,5450,6665,7451,10986,12837
53,2254,2254.000,783,2479,3412,4419,6005,7311,8883,12357,128057
54,2357,2357.000,458,2358,3235,4243,5821,7300,8836,12304,16662
55,2355,2355.000,584,2411,3397,4238,5734,7101,8202,12109,24165
56,2184,2184.000,491,2397,3199,4654,5626,7173,9564,13100,1053128
57,2449,2449.000,565,2349,3049,4006,5508,6966,7845,11830,17661
58,2233,2233.000,504,2183,3137,4510,5522,7105,9200,12329,1044906
59,2377,2377.000,587,2034,2960,3816,5111,6615,7586,11452,116025
