Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2252.000,4.427,0.250,1.372,2.769,5.813,11.125,13.416,26.441,60.331,0.226
5,1888.800,5.277,0.241,2.079,2.954,8.035,12.112,13.947,26.428,56.145,0.190
10,1496.800,6.660,0.262,2.613,3.682,9.949,13.271,14.890,26.798,71.574,0.150
15,1510.600,6.597,0.283,2.596,3.555,9.894,13.068,14.750,26.757,56.617,0.152
20,1734.200,5.749,0.209,2.348,3.107,8.765,12.583,14.191,26.083,63.801,0.174
25,1533.200,6.501,0.251,2.586,3.413,9.906,13.112,14.576,26.785,48.406,0.154
30,1526.600,6.530,0.262,2.585,3.606,9.739,13.125,14.706,26.855,51.050,0.153
35,1523.800,6.547,0.218,2.595,3.492,9.877,13.068,14.666,26.687,61.473,0.153
40,1528.400,6.527,0.258,2.608,3.498,9.843,13.071,14.650,26.303,68.490,0.153
45,1531.200,6.517,0.226,2.579,3.494,9.782,13.132,14.774,26.483,56.962,0.153
50,1549.800,6.438,0.231,2.552,3.434,9.823,13.071,14.560,26.481,54.425,0.155
55,1508.200,6.618,0.255,2.610,3.636,9.912,13.206,14.708,26.535,54.440,0.151
60,300.000,6.573,0.579,2.626,4.130,9.804,12.907,14.581,26.168,48.792,0.152
