Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,961.800,1.751,0.423,0.732,1.395,2.759,3.142,3.359,3.862,10.293,0.571
5,827.400,2.064,0.438,0.900,2.439,2.832,3.133,3.316,3.701,4.385,0.485
10,642.000,2.554,0.475,2.363,2.672,2.960,3.220,3.400,3.773,15.382,0.392
15,644.200,2.512,0.439,2.360,2.656,2.940,3.189,3.336,3.674,7.162,0.398
20,749.000,2.218,0.406,1.438,2.526,2.859,3.145,3.309,3.748,10.449,0.451
25,666.000,2.528,0.445,2.351,2.669,2.959,3.205,3.361,3.875,10.694,0.396
30,662.800,2.500,0.417,2.306,2.652,2.944,3.209,3.367,3.738,8.323,0.400
35,665.200,2.521,0.454,2.355,2.649,2.923,3.169,3.319,3.648,10.040,0.397
40,663.600,2.526,0.459,2.350,2.665,2.934,3.196,3.357,3.715,9.872,0.396
45,650.600,2.478,0.435,2.340,2.652,2.924,3.158,3.328,3.735,10.224,0.404
50,677.600,2.506,0.434,2.333,2.637,2.921,3.169,3.351,3.690,8.973,0.399
55,648.600,2.562,0.492,2.361,2.667,2.935,3.176,3.328,3.710,12.022,0.390
60,129.000,2.658,0.853,2.394,2.675,2.949,3.185,3.409,3.786,8.392,0.376
