Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1010.200,6.404,1.098,2.747,5.122,9.625,12.681,13.936,15.703,26.265,0.156
5,839.000,7.685,0.958,3.460,7.988,10.978,13.132,14.023,15.360,16.839,0.130
10,670.800,9.563,1.237,7.393,9.659,12.183,13.696,14.377,15.602,26.769,0.105
15,684.200,9.439,1.215,7.406,9.597,11.928,13.521,14.303,15.598,20.022,0.106
20,781.600,8.307,1.137,5.479,8.613,11.328,13.244,14.072,15.460,21.197,0.120
25,681.000,9.494,1.272,7.400,9.762,12.084,13.652,14.353,15.323,24.279,0.105
30,683.400,9.435,1.189,7.354,9.496,11.931,13.508,14.269,15.580,19.029,0.106
35,681.000,9.509,1.255,7.468,9.659,12.067,13.565,14.298,15.548,20.152,0.105
40,684.000,9.459,1.155,7.367,9.612,12.020,13.589,14.294,15.523,21.245,0.106
45,701.400,9.249,1.068,7.174,9.424,11.911,13.546,14.325,15.446,18.240,0.108
50,696.800,9.498,1.054,7.478,9.658,12.039,13.640,14.372,15.396,20.363,0.105
55,672.000,9.695,1.400,7.562,9.748,12.113,13.680,14.381,15.765,24.083,0.103
60,130.400,9.908,3.242,7.840,9.791,12.175,13.533,14.249,15.633,18.556,0.101
