Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,161.800,8.075,5.362,6.506,7.004,8.042,11.473,14.744,18.450,92.061,0.124
5,166.400,8.338,5.209,6.356,6.872,9.130,13.296,15.847,20.223,21.523,0.120
10,144.000,10.090,5.142,6.668,8.585,11.643,17.841,20.618,22.796,23.782,0.099
15,142.600,9.713,5.247,6.664,8.206,11.879,15.840,17.380,20.377,23.673,0.103
20,150.800,10.003,5.207,6.512,7.809,12.714,17.306,19.275,22.506,26.365,0.100
25,159.600,9.027,5.026,6.503,7.311,10.339,14.625,17.704,20.849,24.657,0.111
30,135.800,10.487,5.310,6.677,8.170,13.329,19.362,21.479,24.838,29.320,0.095
35,154.000,9.279,5.382,6.708,7.487,10.613,14.802,17.990,23.951,41.589,0.108
40,137.600,10.657,5.335,6.729,7.719,12.461,20.636,23.553,27.328,43.319,0.094
45,160.800,9.511,5.100,6.777,7.627,10.955,15.310,18.434,24.436,32.056,0.105
50,136.800,11.009,5.656,7.227,8.678,13.722,19.222,20.919,25.517,49.747,0.091
55,143.200,10.658,5.382,7.528,9.533,12.522,16.615,19.829,23.436,36.710,0.094
