Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1963.000,3.346,1.227,2.368,3.028,3.732,4.798,5.943,8.445,100.375,0.299
5,1863.200,3.512,1.180,2.398,3.106,4.006,5.648,7.073,9.802,12.393,0.285
10,1537.200,4.225,1.068,2.694,3.552,5.186,7.328,8.878,11.438,15.268,0.237
15,1646.000,4.013,1.174,2.605,3.434,4.927,6.935,8.220,10.141,13.944,0.249
20,1603.000,4.043,1.048,2.589,3.416,4.916,7.095,8.384,10.943,15.410,0.247
25,1770.800,3.721,1.131,2.477,3.215,4.345,6.303,7.616,10.178,14.103,0.269
30,1556.800,4.238,1.102,2.559,3.394,5.163,7.724,9.248,12.262,40.562,0.236
35,1793.400,3.648,1.079,2.429,3.158,4.181,6.096,7.460,10.357,23.739,0.274
40,1598.400,4.139,1.213,2.502,3.276,4.848,7.715,9.714,12.540,45.923,0.242
45,1747.200,3.722,1.182,2.438,3.210,4.377,6.294,7.668,10.323,16.815,0.269
50,1547.000,4.171,1.139,2.636,3.515,5.088,7.269,8.757,11.354,16.552,0.240
55,1659.400,3.931,1.104,2.710,3.487,4.692,6.226,7.378,10.253,14.798,0.254
