Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4335.000,2.301,0.202,0.787,1.737,3.131,4.371,6.308,9.010,100.375,0.435
5,4168.200,2.392,0.227,0.795,1.769,3.199,5.112,6.701,10.422,21.523,0.418
10,3461.800,2.881,0.239,0.925,2.008,3.699,6.402,8.395,12.564,23.782,0.347
15,3631.000,2.749,0.240,0.898,1.946,3.554,6.151,7.841,12.079,23.673,0.364
20,3567.600,2.797,0.219,0.878,1.978,3.568,6.287,7.915,13.453,26.365,0.358
25,3897.600,2.562,0.229,0.830,1.861,3.340,5.692,7.220,11.570,24.657,0.390
30,3418.000,2.921,0.225,0.893,2.015,3.572,6.631,8.575,14.681,40.562,0.342
35,4012.600,2.489,0.203,0.799,1.790,3.251,5.394,7.092,11.755,41.589,0.402
40,3455.600,2.889,0.212,0.848,2.057,3.469,6.541,8.652,14.100,45.923,0.346
45,3869.800,2.582,0.235,0.825,1.840,3.328,5.751,7.316,12.294,32.056,0.387
50,3507.600,2.847,0.223,0.892,1.967,3.612,6.467,8.256,13.997,49.747,0.351
55,3628.800,2.749,0.224,0.921,1.968,3.648,5.733,7.577,12.609,36.710,0.364
