Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1863.400,0.926,0.445,0.683,0.787,0.951,1.324,1.656,2.304,91.722,1.080
5,1801.400,0.935,0.453,0.680,0.796,1.029,1.493,1.829,2.393,5.536,1.070
10,1506.800,1.119,0.451,0.731,0.927,1.349,1.928,2.265,2.821,3.801,0.893
15,1551.400,1.065,0.416,0.714,0.895,1.295,1.790,2.069,2.499,4.672,0.939
20,1533.000,1.078,0.451,0.697,0.875,1.321,1.870,2.183,2.774,4.450,0.928
25,1651.800,0.981,0.430,0.684,0.828,1.133,1.611,1.932,2.503,3.559,1.019
30,1449.200,1.117,0.451,0.688,0.879,1.392,1.986,2.282,3.048,19.224,0.895
35,1728.400,0.959,0.398,0.674,0.804,1.086,1.557,1.878,2.513,14.332,1.042
40,1449.800,1.090,0.440,0.677,0.830,1.267,2.065,2.426,3.069,29.102,0.918
45,1655.400,0.987,0.413,0.679,0.825,1.159,1.617,1.922,2.558,4.518,1.013
50,1530.600,1.105,0.414,0.719,0.906,1.343,1.920,2.220,2.755,6.222,0.905
55,1538.800,1.039,0.402,0.748,0.920,1.200,1.564,1.909,2.543,9.847,0.963
