Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,420.400,23.759,0.425,1.562,2.553,44.079,55.789,80.383,195.463,336.832,0.042
5,447.800,22.300,0.374,1.351,2.345,43.959,56.212,80.429,169.257,358.010,0.045
10,451.600,22.062,0.385,1.364,2.326,43.725,60.321,80.190,158.303,308.495,0.045
15,474.400,21.089,0.370,1.308,2.285,43.693,57.976,79.109,153.888,280.086,0.047
20,460.800,21.868,0.389,1.325,2.325,43.759,58.447,79.405,157.077,331.101,0.046
25,445.000,22.393,0.330,1.294,2.185,43.889,62.347,79.953,157.251,263.196,0.045
30,413.800,23.976,0.349,1.355,2.277,43.889,59.356,84.174,192.679,507.704,0.042
35,466.200,21.539,0.339,1.361,2.328,43.751,59.599,78.721,153.281,299.248,0.046
40,468.800,21.327,0.319,1.304,2.202,43.595,60.306,78.960,156.200,352.896,0.047
45,488.000,20.478,0.344,1.278,2.244,43.600,51.583,78.580,161.798,334.397,0.049
50,453.600,22.052,0.364,1.378,2.281,43.738,57.850,79.127,154.050,452.181,0.045
55,465.000,21.555,0.350,1.327,2.252,43.565,58.093,79.703,159.428,269.737,0.046
60,96.400,19.113,0.332,1.299,2.099,43.563,47.749,63.553,163.139,262.764,0.052
