Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,475,475.000,439,1576,2691,20723,43864,53116,79066,129042,272258
1,442,442.000,425,1558,2656,23244,44437,53316,79777,211098,292582
2,396,396.000,447,1595,2350,24240,44259,58299,125013,174924,244330
3,377,377.000,455,1528,2494,27940,44002,59886,125172,312789,336832
4,412,412.000,430,1499,2646,23521,43955,57733,79990,149684,334058
5,437,437.000,434,1328,2340,22797,43808,60475,124111,165965,202061
6,435,435.000,405,1419,2518,22793,44239,53449,78572,175932,358010
7,407,407.000,374,1456,2581,24353,44270,59059,80451,151480,172097
8,444,444.000,409,1403,2233,22961,43954,55134,84795,213148,346023
9,516,516.000,404,1314,2190,19272,43512,47237,79051,162265,252361
10,436,436.000,408,1254,2091,22474,43722,62119,118604,154916,191402
11,462,462.000,388,1374,2348,22007,43546,52460,79086,234122,308495
12,433,433.000,385,1359,2527,22581,43858,62244,80757,141488,200287
13,487,487.000,393,1368,2198,20837,43651,62698,79204,156045,180219
14,440,440.000,438,1425,2582,22556,44020,61378,84978,171180,256686
15,462,462.000,386,1237,2252,21406,43592,62681,78743,138013,203402
16,513,513.000,400,1258,2194,20126,43474,55043,79476,153539,245113
17,461,461.000,370,1286,2214,21191,43737,52081,74208,164665,280086
18,504,504.000,391,1309,2339,20059,43570,57909,78799,145959,207924
19,432,432.000,416,1503,2487,22984,44027,61250,82388,175584,233861
20,452,452.000,389,1422,2585,22316,43757,56227,78804,148519,331101
21,458,458.000,391,1496,2503,21392,43728,53124,80727,156360,181056
22,502,502.000,417,1283,2124,20657,43699,52564,78905,160343,329261
23,427,427.000,394,1281,2175,22714,43735,62459,120310,155295,203794
24,465,465.000,398,1289,2301,22430,43859,62043,79365,171671,232716
25,413,413.000,391,1306,2227,23063,43899,62347,82350,148933,184874
26,452,452.000,410,1462,2304,22386,43788,61305,79004,139930,245510
27,488,488.000,370,1245,2073,20662,43967,62704,77749,142590,209629
28,487,487.000,330,1247,2100,21049,43907,53578,79259,213817,263196
29,385,385.000,389,1326,2310,25575,44072,69456,121245,157459,182586
30,412,412.000,379,1355,2293,24067,43779,53937,78019,201645,507704
31,468,468.000,415,1335,2259,21084,43552,51294,79365,157778,231377
32,360,360.000,415,1468,2795,27918,44528,65024,121966,241387,481668
33,397,397.000,397,1294,2090,25426,43892,65246,121887,249658,356521
34,432,432.000,349,1361,2222,22402,43740,62007,94646,156856,245055
35,478,478.000,354,1374,2321,22065,43740,60177,78079,161150,273343
36,413,413.000,339,1379,2424,23412,43835,63703,122534,146608,299248
37,499,499.000,345,1344,2221,19706,43571,54938,75073,148323,157488
38,480,480.000,378,1401,2337,20946,43612,59740,79114,159277,204165
39,461,461.000,341,1340,2329,21914,44024,50895,79125,165098,228142
40,490,490.000,389,1365,2172,20096,43734,58861,78656,153668,205821
41,494,494.000,378,1220,1955,20587,43535,61129,78206,160496,262026
42,439,439.000,426,1419,2381,22209,43904,62206,78538,149388,240290
43,438,438.000,359,1250,2311,22780,43524,62589,122260,168129,352896
44,483,483.000,319,1321,2225,21211,43463,60306,79870,146532,165357
45,473,473.000,344,1272,2323,20922,43710,51644,78754,155975,193759
46,522,522.000,399,1225,2208,18919,43193,46847,64679,165369,334397
47,525,525.000,416,1312,2291,19282,43526,49346,70829,139673,193314
48,462,462.000,347,1231,2159,21735,43679,56344,108715,186584,255013
49,458,458.000,379,1341,2308,21900,43811,61589,78229,196215,260572
50,486,486.000,378,1343,2215,20580,43593,57059,78564,133522,262528
51,420,420.000,364,1450,2343,23742,43767,57815,106507,149841,452181
52,426,426.000,384,1362,2199,23315,43851,62788,80852,160881,250316
53,442,442.000,391,1458,2338,22721,43858,55950,78026,202087,304637
54,494,494.000,384,1338,2331,20372,43678,55541,79464,153870,296860
55,490,490.000,363,1310,2196,20216,43344,51032,76991,160059,253843
56,478,478.000,350,1343,2272,20811,43479,54060,78619,161351,195035
57,426,426.000,361,1448,2532,23485,43851,62535,80079,146256,253325
58,483,483.000,381,1230,2071,20465,43614,52886,78342,198710,269737
59,448,448.000,360,1315,2366,23151,43495,70231,121829,152619,254376
60,482,482.000,332,1299,2099,19113,43563,47749,63553,163139,262764
