Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.000,1.790,1.034,1.265,1.660,2.063,2.688,2.984,4.113,4.113,0.559
5,20.400,1.377,1.019,1.165,1.274,1.495,1.824,1.942,2.204,2.463,0.726
10,19.600,1.312,0.933,1.148,1.230,1.356,1.778,1.834,2.072,2.072,0.762
15,22.000,1.309,0.976,1.124,1.207,1.355,1.801,1.916,1.964,2.268,0.764
20,18.000,1.318,1.021,1.143,1.228,1.335,1.798,1.869,2.037,2.037,0.759
25,17.600,1.372,0.986,1.158,1.247,1.679,1.836,1.928,2.154,2.154,0.729
30,13.800,1.262,1.027,1.139,1.192,1.350,1.524,1.746,1.915,1.915,0.792
35,15.600,1.386,1.001,1.164,1.309,1.636,1.876,1.949,2.066,2.066,0.722
40,18.400,1.319,1.014,1.165,1.243,1.340,1.768,1.871,2.026,2.026,0.758
45,21.200,1.332,0.957,1.173,1.237,1.391,1.730,1.844,1.970,2.020,0.751
50,15.800,1.326,0.987,1.151,1.217,1.378,1.822,1.911,1.927,1.927,0.754
55,18.600,1.405,1.004,1.166,1.267,1.718,1.906,1.999,2.059,2.059,0.712
60,4.800,1.398,1.058,1.220,1.299,1.692,1.799,1.936,1.969,1.969,0.715
