Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1747776567.021853,2893,9,1
2,Payment,1747776567.023807,1320,5,1
1,NewOrder,1747776567.024813,2125,9,1
1,NewOrder,1747776567.025144,3994,5,1
1,NewOrder,1747776567.026953,1551,9,1
2,Payment,1747776567.028523,45146,9,1
2,Payment,1747776567.029156,73041,5,1
1,NewOrder,1747776567.031804,1380,1,1
1,NewOrder,1747776567.033204,1522,1,1
1,NewOrder,1747776567.034746,2858,1,1
1,NewOrder,1747776567.036525,4763,2,1
2,Payment,1747776567.037622,45115,1,1
2,Payment,1747776567.041314,1080,2,1
2,Payment,1747776567.042406,1022,2,1
1,NewOrder,1747776567.043438,1761,2,1
1,NewOrder,1747776567.045211,1818,2,1
1,NewOrder,1747776567.047040,1638,2,1
1,NewOrder,1747776567.047143,3760,4,1
2,Payment,1747776567.048694,707,2,1
2,Payment,1747776567.049413,44768,2,1
2,Payment,1747776567.049526,483,3,1
1,NewOrder,1747776567.050018,1291,3,1
2,Payment,1747776567.050919,831,4,1
1,NewOrder,1747776567.051316,2285,3,1
1,NewOrder,1747776567.051768,2130,4,1
1,NewOrder,1747776567.053617,2795,3,1
1,NewOrder,1747776567.053913,2764,4,1
5,StockLevel,1747776567.054723,1934,6,1
1,NewOrder,1747776567.056429,1417,3,1
2,Payment,1747776567.056671,38150,6,1
4,Delivery,1747776567.056691,93484,4,1
2,Payment,1747776567.057861,46210,3,1
3,OrderStatus,1747776567.059135,53456,8,1
1,NewOrder,1747776567.073694,1612,9,1
1,NewOrder,1747776567.075325,1383,9,1
2,Payment,1747776567.076725,45677,9,1
2,Payment,1747776567.082761,44651,1,1
1,NewOrder,1747776567.094207,2346,2,1
1,NewOrder,1747776567.094838,1668,6,1
2,Payment,1747776567.096525,39369,6,1
2,Payment,1747776567.096567,594,2,1
2,Payment,1747776567.097174,520,2,1
1,NewOrder,1747776567.097704,3001,2,1
5,StockLevel,1747776567.100724,2286,2,1
1,NewOrder,1747776567.102222,4704,5,1
1,NewOrder,1747776567.103025,3391,2,1
1,NewOrder,1747776567.104085,2619,3,1
1,NewOrder,1747776567.106435,2419,2,1
1,NewOrder,1747776567.106719,4212,3,1
2,Payment,1747776567.106932,1057,5,1
1,NewOrder,1747776567.108041,2885,5,1
1,NewOrder,1747776567.108877,2043,2,1
2,Payment,1747776567.110937,780,2,1
2,Payment,1747776567.110943,1260,3,1
2,Payment,1747776567.110943,752,5,1
1,NewOrder,1747776567.111705,2241,5,1
2,Payment,1747776567.111729,50472,2,1
2,Payment,1747776567.112213,583,3,1
3,OrderStatus,1747776567.112630,14799,8,1
2,Payment,1747776567.112807,45409,3,1
5,StockLevel,1747776567.113966,1121,5,1
1,NewOrder,1747776567.115100,2608,5,1
2,Payment,1747776567.117734,40310,5,1
1,NewOrder,1747776567.119457,2960,7,1
1,NewOrder,1747776567.122426,1970,9,1
