Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.400,61.922,14.806,25.137,54.284,65.944,95.166,146.869,488.394,488.394,0.016
5,17.600,52.858,14.818,28.066,58.065,63.576,73.265,93.826,174.349,174.349,0.019
10,19.800,53.219,19.823,23.792,62.889,65.130,71.136,103.849,119.851,119.851,0.019
15,16.600,53.615,19.389,24.873,63.243,65.553,75.662,89.710,115.300,115.300,0.019
20,18.600,49.347,19.449,21.260,62.558,64.022,65.656,74.468,111.964,111.964,0.020
25,17.000,52.453,19.403,21.558,62.751,64.980,76.894,98.348,112.782,112.782,0.019
30,14.400,53.861,19.248,23.045,63.231,66.760,75.225,107.215,112.732,112.732,0.019
35,17.000,55.610,19.273,31.850,62.937,66.254,82.317,101.769,132.884,132.884,0.018
40,18.600,53.106,19.156,21.302,62.666,65.602,79.027,96.977,125.940,125.940,0.019
45,18.600,53.937,18.894,21.234,62.994,64.748,71.469,110.285,113.312,113.312,0.019
50,16.800,48.644,19.011,20.868,62.024,64.346,75.198,90.437,112.704,112.704,0.021
55,16.000,52.556,19.035,20.844,62.899,67.199,89.411,105.171,112.293,112.293,0.019
60,2.800,43.533,19.262,19.411,49.609,64.797,67.710,96.476,96.476,96.476,0.023
