Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,348.400,26.080,0.460,2.761,4.931,44.664,57.630,82.999,211.298,617.792,0.038
5,430.800,22.982,0.392,1.988,3.706,44.177,57.271,81.217,159.864,253.831,0.044
10,436.400,22.790,0.365,1.865,3.331,43.846,60.873,79.476,171.085,449.833,0.044
15,450.400,22.286,0.363,1.732,3.023,43.829,56.835,79.742,183.546,348.380,0.045
20,449.600,22.491,0.347,1.813,2.926,43.946,57.348,78.867,164.892,366.298,0.044
25,428.600,23.006,0.359,1.614,2.731,43.952,61.870,89.973,177.894,365.872,0.043
30,439.000,23.020,0.360,1.630,2.894,43.865,58.991,80.951,170.702,397.159,0.043
35,449.200,22.000,0.332,1.622,2.803,43.633,56.707,78.964,152.151,356.593,0.045
40,447.000,22.350,0.339,1.609,2.846,43.656,57.313,79.008,165.090,299.917,0.045
45,461.200,21.729,0.331,1.562,2.671,43.706,59.628,79.016,149.854,315.235,0.046
50,432.800,23.094,0.361,1.612,2.683,43.570,60.413,119.374,171.966,295.360,0.043
55,447.400,22.367,0.338,1.510,2.620,43.628,56.808,78.903,179.172,323.020,0.045
60,71.600,18.465,0.316,1.769,2.660,43.174,47.089,76.778,123.269,158.355,0.054
