Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,16.000,168.579,75.056,123.877,148.390,201.934,277.730,351.628,617.792,617.792,0.006
5,18.200,145.362,98.275,126.617,136.022,157.698,178.295,202.027,253.831,253.831,0.007
10,17.600,161.104,122.351,127.353,135.899,171.085,247.591,274.582,449.833,449.833,0.006
15,18.400,161.564,119.361,125.640,136.536,183.546,237.822,266.293,348.380,348.380,0.006
20,18.200,156.146,121.532,127.706,137.568,164.892,194.596,286.583,366.298,366.298,0.006
25,20.000,157.458,119.186,125.590,139.907,170.107,235.688,254.047,365.872,365.872,0.006
30,18.800,154.671,120.146,125.105,133.514,168.212,203.117,253.372,397.159,397.159,0.006
35,16.400,147.130,120.291,124.295,132.648,155.590,178.524,199.590,356.593,356.593,0.007
40,15.800,157.676,120.926,127.298,136.509,171.782,224.717,272.317,299.917,299.917,0.006
45,16.000,148.361,120.477,124.492,128.125,154.251,218.676,235.130,315.235,315.235,0.007
50,21.600,149.982,120.029,127.781,136.903,165.355,200.643,215.302,262.563,295.360,0.007
55,17.000,159.019,120.351,127.017,147.657,179.492,216.648,246.590,323.020,323.020,0.006
60,1.600,130.091,121.330,121.927,123.269,136.677,158.355,158.355,158.355,158.355,0.008
