Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,90.800,0.821,0.232,0.412,0.543,1.282,1.698,1.849,2.092,2.440,1.218
5,50.200,1.210,0.265,0.675,1.371,1.611,1.800,1.885,2.364,3.023,0.826
10,44.400,1.350,0.274,1.136,1.416,1.640,1.824,2.004,2.284,2.327,0.741
15,53.200,1.330,0.229,1.175,1.408,1.613,1.769,1.876,2.290,2.435,0.752
20,40.600,1.386,0.259,1.235,1.468,1.651,1.851,1.929,2.113,2.398,0.721
25,48.000,1.360,0.236,1.166,1.435,1.648,1.824,1.915,2.192,7.123,0.735
30,54.400,1.128,0.239,0.587,1.288,1.530,1.722,1.938,2.211,2.258,0.887
35,43.600,1.339,0.250,1.197,1.392,1.594,1.749,1.832,2.045,2.346,0.747
40,41.600,1.348,0.239,1.238,1.413,1.564,1.719,1.809,2.098,2.389,0.742
45,45.600,1.283,0.248,1.112,1.390,1.581,1.779,1.886,2.325,2.586,0.779
50,42.800,1.345,0.278,1.198,1.391,1.585,1.722,1.792,1.970,2.121,0.744
55,44.800,1.145,0.223,0.719,1.296,1.500,1.694,1.807,1.983,2.238,0.874
60,8.200,1.524,1.135,1.352,1.495,1.626,1.740,1.857,2.478,2.478,0.656
