Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2628,2628.000,313,1540,2419,3800,4443,7966,11032,25898,37423
1,2973,2973.000,259,1411,2134,3338,3469,6835,9753,24532,34517
2,2425,2425.000,232,1513,2398,4146,5144,9074,12919,26354,38161
3,1612,1612.000,278,2179,3708,6183,8285,12733,21756,29392,42067
4,1033,1033.000,948,4294,8132,9611,11924,21550,25309,32262,43333
5,1443,1443.000,287,2361,4948,6940,9026,14462,22782,31982,40798
6,1060,1060.000,947,5061,8278,9388,11179,17783,24445,32525,42521
7,1563,1563.000,265,2005,4218,6385,8761,13521,21387,29548,37708
8,1368,1368.000,324,2409,4780,7276,9414,14735,24994,32760,43016
9,1091,1091.000,607,3899,7923,9164,11126,20710,24864,30071,41087
10,1045,1045.000,835,4578,8406,9579,11760,19981,24943,30545,41424
11,1110,1110.000,496,3618,7691,8957,10678,19800,25145,34927,41762
12,1020,1020.000,1189,5144,8762,9810,12167,20199,25677,29016,38800
13,1592,1592.000,274,2366,4435,6243,7959,13040,19594,28628,36882
14,1004,1004.000,1031,4848,8255,9928,11966,22479,26717,30756,43325
15,987,987.000,1035,4735,8546,10100,11959,22338,26434,34558,41329
16,1023,1023.000,1042,4653,8494,9833,12036,21879,26181,30015,41252
17,1282,1282.000,229,2854,6637,7741,9633,15181,22803,32448,40379
18,1364,1364.000,274,2673,5093,7281,9470,14524,23986,33155,39789
19,1014,1014.000,857,4400,8115,9860,11815,22406,26721,37963,41677
20,1036,1036.000,1019,4900,8574,9700,11701,20128,25371,31884,40398
21,968,968.000,1121,4822,8524,10260,12343,23101,26438,34536,41457
22,1000,1000.000,1120,4607,8482,9954,11723,22346,26889,34427,41049
23,1566,1566.000,259,2145,4297,6363,8755,13489,20407,28039,37597
24,1043,1043.000,917,4462,8067,9590,11622,21727,25834,31472,41384
25,1031,1031.000,826,4705,8407,9658,12097,19865,25218,33287,43650
26,996,996.000,988,4948,8568,10024,12116,21663,26634,37569,42691
27,1114,1114.000,675,3707,7400,8954,11507,19518,25124,28111,39142
28,1622,1622.000,236,1993,3630,6118,8359,13236,21210,28592,42610
29,1115,1115.000,541,3864,7244,8977,10581,20058,25618,34113,39436
30,956,956.000,1115,4440,8459,10424,12478,24716,27893,35999,44898
31,991,991.000,1131,4842,8652,10087,12070,21977,26786,35263,39874
32,2207,2207.000,239,1651,2742,4512,5955,9548,14099,25817,33774
33,1435,1435.000,271,2515,4495,6944,9177,15171,22452,30896,42301
34,1075,1075.000,625,4094,7818,9309,11631,20644,25308,29307,37672
35,984,984.000,1124,4552,8472,10113,12307,23489,26986,35644,39970
36,1002,1002.000,997,4838,8298,9984,12197,22921,26321,32287,40153
37,970,970.000,940,4498,8550,10253,12486,23159,26488,35802,42575
38,1445,1445.000,250,2310,4425,6895,9301,14163,23917,30731,41602
39,1085,1085.000,984,3918,7918,9199,11142,19194,25167,30606,40691
40,1003,1003.000,782,4900,8504,10019,12191,21923,25837,32940,40500
41,988,988.000,1146,5079,8649,10112,12052,21807,26585,33578,39786
42,1016,1016.000,1145,4766,8507,9757,12107,19934,25518,32259,42980
43,1379,1379.000,239,2737,5428,7207,9477,14176,21980,29196,41599
44,1028,1028.000,635,4198,8188,9750,11702,22428,26202,34539,43770
45,973,973.000,1156,4922,8805,10250,12771,22447,26362,33433,39655
46,996,996.000,936,4799,8633,9994,11726,22054,26581,33646,41266
47,1007,1007.000,1000,4923,8717,9945,12368,21156,25628,32991,41045
48,1477,1477.000,248,2254,4502,6720,8930,14388,22889,29513,40611
49,1037,1037.000,875,4849,8263,9610,11240,20273,25861,32055,42320
50,1001,1001.000,1024,4680,8668,9975,12570,21012,26562,32886,41487
51,970,970.000,1065,4902,8703,10342,12483,23911,26933,33308,38945
52,1002,1002.000,1010,4773,8659,9980,12302,21284,26601,31441,37076
53,1370,1370.000,278,2698,4966,7223,9401,14527,24554,33203,41137
54,1099,1099.000,454,4338,7962,9093,11326,17539,24951,28471,37483
55,1577,1577.000,232,1976,4288,6345,8640,13885,19444,27524,43006
56,983,983.000,1080,4779,8670,10212,12727,22726,26308,32910,40542
57,1029,1029.000,1098,4789,8353,9676,11600,20744,26353,29154,39594
58,1550,1550.000,223,2073,3971,6402,8752,14269,22372,27801,35949
59,1021,1021.000,863,5095,8469,9812,11949,20957,25408,30647,42179
60,979,979.000,1135,4758,8664,10034,12673,21931,26022,29985,42558
