Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2195,2195.000,636,1829,3084,4555,4753,8142,11378,33611,112723
1,1369,1369.000,396,3187,4319,7260,10434,15128,17817,30482,49906
2,2442,2442.000,291,1592,2861,4083,4333,9526,12607,17161,33540
3,1817,1817.000,243,2401,3678,5508,7546,12056,14602,24538,55344
4,1181,1181.000,1343,3842,6117,8439,11930,15207,17044,29252,49896
5,1175,1175.000,1168,3797,5628,8473,12339,15322,16964,29849,52794
6,1403,1403.000,409,3404,4424,7087,10313,14159,15919,28757,47597
7,1367,1367.000,303,3499,4705,7307,10240,14275,16287,28413,56423
8,1241,1241.000,920,3691,6710,8035,11544,14554,15909,28424,30749
9,1965,1965.000,221,1948,3425,5096,6392,11815,14577,27309,43354
10,1541,1541.000,248,2792,4021,6424,9705,13850,15249,27857,29778
11,1556,1556.000,344,3133,4064,6419,9317,13791,15501,27382,31424
12,1200,1200.000,611,3679,5789,8331,11581,15163,25926,28884,51816
13,1168,1168.000,1144,3764,7241,8507,12090,14839,16581,28535,43031
14,1212,1212.000,1060,3644,5805,8269,11913,14850,16390,29488,55547
15,1278,1278.000,736,3646,4952,7779,11463,14415,15876,28002,30084
16,1472,1472.000,252,3263,4186,6780,9798,13635,15617,28084,45622
17,1171,1171.000,1272,3772,7157,8506,12069,15002,16439,29715,55885
18,1217,1217.000,1115,3647,6274,8193,11976,14667,16044,28444,47951
19,1148,1148.000,1200,3731,7121,8671,11963,15213,16968,29916,68439
20,1186,1186.000,1142,3732,6410,8410,11870,14906,16496,28874,52133
21,1511,1511.000,233,3178,4101,6595,9912,13755,15019,27653,44758
22,1240,1240.000,1193,3622,5620,8088,11621,14673,16349,28512,51595
23,1206,1206.000,1161,3648,5202,8214,12161,14881,16891,28582,50582
24,1212,1212.000,1169,3670,6256,8261,12152,14574,16036,28658,53814
25,1187,1187.000,1108,3666,6833,8379,11917,14823,16617,28698,55821
26,1338,1338.000,568,3376,4770,7426,10483,14457,16513,28786,56355
27,1183,1183.000,1069,3696,7484,8464,11807,14740,16181,29060,66131
28,1180,1180.000,1172,3706,6320,8437,12072,15033,17072,29418,52948
29,1209,1209.000,1177,3659,5923,8251,11886,15048,16646,28551,47762
30,1201,1201.000,942,3682,6270,8299,11943,14797,16192,28572,47903
31,1406,1406.000,470,3344,4690,7148,10124,13890,15587,27874,51716
32,1191,1191.000,1157,3671,6895,8300,11924,14907,16351,28959,54959
33,1696,1696.000,226,2366,3859,5883,8477,13215,14932,27938,50550
34,1198,1198.000,1103,3820,6205,8291,11842,14827,16568,28902,46694
35,1225,1225.000,1141,3739,6234,8141,11845,14670,15675,27913,30325
36,1370,1370.000,556,3435,4805,7277,10478,14503,15863,28205,70884
37,1192,1192.000,1162,3762,6909,8422,11996,14835,16680,28537,49783
38,1186,1186.000,1211,3798,6704,8379,12068,14929,16389,29265,35417
39,1189,1189.000,1177,3734,5737,8390,12081,15114,16825,29148,50654
40,1179,1179.000,1267,3803,6335,8436,12155,14895,16406,29133,50062
41,1689,1689.000,396,2737,4036,5915,7842,12373,14473,28791,42788
42,1205,1205.000,946,3747,6888,8267,11774,14912,16431,28359,31912
43,1181,1181.000,1174,3760,7277,8468,12041,15126,16472,28354,52067
44,1171,1171.000,994,3764,6522,8466,11927,15529,17568,30056,56246
45,1180,1180.000,1104,3791,7347,8456,12173,14939,16645,29022,44725
46,1459,1459.000,297,3235,4214,6829,9596,13905,15949,28618,56370
47,1227,1227.000,1168,3677,5987,8132,11848,14570,16102,28242,55870
48,1267,1267.000,996,3665,5302,7850,11347,14489,15918,28121,49946
49,1211,1211.000,1143,3706,6827,8272,11812,14607,15805,29179,42463
50,1157,1157.000,1262,3707,7114,8611,12588,15011,18238,28708,52053
51,1474,1474.000,289,3248,4205,6764,10080,13898,15212,27837,55832
52,1202,1202.000,1060,3694,5525,8296,11906,14928,17266,28869,57582
53,1189,1189.000,1168,3689,7436,8440,12074,14990,16478,28589,31020
54,1202,1202.000,1126,3710,6311,8252,11634,14544,16056,29006,52973
55,1228,1228.000,1138,3652,5489,8156,11878,14884,16375,28374,55023
56,1503,1503.000,274,3065,4002,6624,9474,13945,15986,28384,48943
57,1223,1223.000,1069,3608,5880,8148,11731,14797,16514,28689,43225
58,1212,1212.000,1114,3665,6161,8250,11750,14751,16846,28137,30440
59,1180,1180.000,1043,3730,7132,8347,11724,14683,16185,28810,55531
