Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,794.000,7.519,1.275,3.574,6.146,10.642,14.023,15.458,17.340,79.253,0.133
5,644.800,9.664,1.194,6.785,9.879,12.943,14.949,15.853,17.087,27.597,0.103
10,597.600,10.397,1.510,8.188,10.677,13.349,15.013,15.661,16.740,19.129,0.096
15,572.200,11.073,1.953,8.896,11.209,13.497,15.071,15.818,17.004,23.156,0.090
20,558.200,11.193,1.872,9.037,11.349,13.666,14.986,15.692,16.891,26.397,0.089
25,553.000,11.251,2.982,9.053,11.287,13.561,15.131,15.832,17.029,21.207,0.089
30,602.000,10.476,1.675,8.249,10.653,13.332,14.981,15.738,16.943,23.591,0.095
35,556.600,11.441,2.052,9.208,11.516,13.718,15.255,15.889,17.019,21.603,0.087
40,580.200,10.763,1.393,8.495,10.867,13.319,15.304,15.955,17.136,19.785,0.093
45,574.000,11.109,1.390,8.921,11.140,13.583,15.020,15.716,16.946,22.789,0.090
50,560.600,11.187,1.888,9.122,11.291,13.513,15.005,15.617,16.980,22.529,0.089
55,557.400,11.099,1.874,9.031,11.262,13.519,15.142,15.795,17.040,19.052,0.090
