Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,68.000,1.375,0.243,0.695,1.242,1.783,2.275,2.835,3.344,18.027,0.727
5,58.600,1.302,0.221,0.808,1.475,1.684,1.930,2.112,2.653,3.200,0.768
10,49.600,1.378,0.248,1.235,1.448,1.675,1.839,1.940,2.411,2.819,0.726
15,53.200,1.538,0.252,1.393,1.529,1.747,1.944,2.037,2.937,3.080,0.650
20,50.400,1.512,0.233,1.340,1.537,1.712,1.881,2.206,2.635,3.344,0.662
25,52.200,1.554,0.568,1.370,1.541,1.731,1.901,2.048,3.123,3.465,0.643
30,55.200,1.402,0.226,1.269,1.484,1.712,1.894,2.006,2.638,3.417,0.713
35,53.600,1.507,0.556,1.339,1.516,1.688,1.853,1.982,2.229,2.559,0.663
40,48.200,1.496,0.396,1.325,1.507,1.702,1.923,2.150,2.765,3.114,0.668
45,57.200,1.538,0.297,1.353,1.536,1.721,1.922,2.064,2.842,3.405,0.650
50,47.800,1.557,0.289,1.364,1.555,1.738,1.961,2.121,2.405,2.897,0.642
55,49.600,1.479,0.274,1.355,1.525,1.691,1.955,2.053,2.309,2.450,0.676
