Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,77.600,18.145,5.095,7.603,15.762,28.356,29.863,31.147,52.684,112.723,0.055
5,56.800,23.808,5.437,18.438,27.003,28.554,30.052,30.652,52.794,56.423,0.042
10,57.600,24.925,5.577,25.060,27.363,28.492,29.609,30.633,51.816,55.547,0.040
15,49.200,27.219,6.224,26.489,27.790,28.861,30.157,40.130,55.885,68.439,0.037
20,49.200,27.153,5.459,26.398,27.505,28.582,29.626,33.436,52.133,53.814,0.037
25,54.000,28.266,8.882,26.356,27.459,28.698,30.279,47.043,56.355,66.131,0.035
30,51.800,24.887,5.172,24.215,27.459,28.607,30.163,43.050,51.515,54.959,0.040
35,48.600,26.822,9.382,26.261,27.497,28.716,30.070,30.755,50.654,70.884,0.037
40,52.800,26.194,5.845,25.884,27.392,28.867,30.118,31.886,50.062,56.246,0.038
45,45.400,27.748,5.246,26.683,27.724,28.899,30.641,39.317,54.883,56.370,0.036
50,54.000,26.575,6.015,26.395,27.419,28.539,29.539,30.456,52.973,57.582,0.038
55,51.600,27.142,5.636,26.612,27.789,28.551,29.722,30.417,48.943,55.531,0.037
