Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,788.400,2.817,0.942,1.599,2.406,3.722,4.245,4.570,6.559,48.919,0.355
5,607.800,3.338,0.918,2.719,3.564,3.961,4.339,4.619,6.524,24.003,0.300
10,573.000,3.417,0.944,3.169,3.609,3.945,4.272,4.485,5.350,8.250,0.293
15,531.600,3.635,0.947,3.357,3.679,3.972,4.315,4.599,5.785,11.780,0.275
20,565.000,3.635,0.930,3.351,3.651,3.971,4.301,4.559,5.979,16.649,0.275
25,511.400,3.660,1.378,3.357,3.662,3.966,4.266,4.516,5.988,8.190,0.273
30,574.200,3.491,0.889,3.194,3.617,3.967,4.350,4.669,6.610,13.275,0.286
35,526.400,3.723,1.551,3.428,3.739,4.043,4.361,4.602,5.541,9.829,0.269
40,556.000,3.620,0.963,3.326,3.699,4.010,4.377,4.679,6.521,9.446,0.276
45,542.600,3.656,0.930,3.395,3.693,4.011,4.317,4.505,5.155,10.941,0.274
50,535.600,3.604,0.995,3.355,3.663,3.955,4.270,4.472,5.233,9.899,0.277
55,558.800,3.605,0.930,3.352,3.649,3.970,4.285,4.509,5.504,7.863,0.277
