Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1800.800,5.541,0.243,2.184,3.663,6.815,12.425,15.158,29.135,112.723,0.180
5,1430.200,6.975,0.221,3.296,4.249,10.175,14.203,16.049,28.545,56.423,0.143
10,1335.400,7.465,0.248,3.489,4.444,10.986,14.542,15.989,28.535,55.547,0.134
15,1257.200,7.924,0.252,3.628,5.290,11.519,14.537,16.195,28.851,68.439,0.126
20,1271.000,7.850,0.233,3.586,4.855,11.515,14.562,16.036,28.549,53.814,0.127
25,1219.400,8.173,0.568,3.640,5.897,11.661,14.823,16.600,28.826,66.131,0.122
30,1338.400,7.444,0.226,3.490,4.660,10.865,14.366,15.903,28.578,54.959,0.134
35,1232.400,8.098,0.556,3.712,5.792,11.809,14.805,16.336,28.698,70.884,0.123
40,1285.000,7.754,0.396,3.636,4.943,11.150,14.637,16.300,28.871,56.246,0.129
45,1268.800,7.863,0.297,3.639,5.175,11.338,14.487,15.996,28.723,56.370,0.127
50,1244.800,8.011,0.289,3.622,5.307,11.577,14.682,16.242,28.592,57.582,0.125
55,1269.200,7.846,0.274,3.583,4.769,11.455,14.635,16.384,28.579,55.531,0.127
