Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1111.200,5.506,1.141,2.703,3.556,4.911,8.552,13.228,30.346,348.994,0.182
5,1176.200,5.291,1.186,2.321,2.974,3.767,8.064,11.791,18.422,627.452,0.189
10,1331.400,4.759,1.115,2.305,2.961,3.658,5.408,9.591,17.465,814.130,0.210
15,2104.000,3.134,0.987,2.224,2.818,3.432,4.021,4.838,10.924,44.257,0.319
20,2112.600,3.091,1.106,2.194,2.756,3.361,3.878,4.482,11.039,100.111,0.323
25,1331.000,4.741,0.845,2.198,2.849,3.507,4.685,7.212,16.677,883.444,0.211
30,1138.400,4.954,0.869,2.215,2.938,4.037,9.342,14.398,31.744,570.403,0.202
35,1833.000,3.330,0.844,2.162,2.733,3.356,3.900,4.603,16.049,413.069,0.300
40,2058.200,3.091,1.024,2.170,2.736,3.302,3.740,4.035,11.832,413.912,0.324
45,2339.000,2.743,1.042,2.169,2.697,3.264,3.668,3.909,4.351,20.344,0.365
50,1061.400,5.846,0.888,2.236,2.962,3.940,8.177,13.112,33.385,844.048,0.171
55,1993.400,3.029,0.945,2.191,2.768,3.344,3.816,4.215,13.161,127.640,0.330
