Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2481.200,4.024,0.283,0.942,2.194,3.830,7.029,10.700,26.782,348.994,0.249
5,2645.400,3.772,0.265,0.759,1.946,3.257,6.288,8.839,18.682,636.024,0.265
10,2966.200,3.363,0.232,0.747,1.827,3.176,4.647,7.201,16.835,834.565,0.297
15,4665.200,2.139,0.232,0.714,1.668,2.919,3.851,6.291,8.934,44.257,0.468
20,4700.000,2.122,0.236,0.709,1.640,2.861,3.725,6.018,8.941,118.341,0.471
25,2981.200,3.477,0.216,0.725,1.718,2.991,4.291,6.825,16.440,901.561,0.288
30,2531.200,3.797,0.191,0.741,1.869,3.276,6.480,10.981,31.744,585.854,0.263
35,4091.000,2.441,0.198,0.711,1.656,2.877,3.761,6.288,13.917,417.956,0.410
40,4566.800,2.187,0.240,0.707,1.635,2.837,3.646,5.286,8.725,413.912,0.457
45,5263.600,1.897,0.248,0.701,1.558,2.762,3.568,4.168,7.060,20.344,0.527
50,2331.600,4.453,0.185,0.764,1.910,3.304,6.349,11.051,32.192,852.242,0.225
55,4464.200,2.149,0.224,0.714,1.643,2.883,3.707,6.073,10.768,167.102,0.465
