Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,103.400,2.609,1.024,1.693,2.009,2.679,4.366,6.363,10.050,20.485,0.383
5,101.400,2.609,0.926,1.512,1.706,2.076,4.069,5.492,7.139,202.259,0.383
10,127.800,3.528,0.859,1.455,1.663,1.917,2.904,5.318,7.061,581.961,0.283
15,187.400,1.695,0.749,1.414,1.646,1.859,2.156,2.467,3.766,8.423,0.590
20,191.800,1.739,0.829,1.398,1.593,1.758,1.952,2.267,4.480,87.762,0.575
25,112.400,7.528,0.888,1.421,1.631,1.849,2.713,4.501,38.642,787.408,0.133
30,98.800,6.711,0.801,1.405,1.656,2.166,4.640,6.465,94.935,585.854,0.149
35,163.200,2.015,0.825,1.377,1.599,1.805,2.046,2.791,6.725,98.356,0.496
40,182.800,2.478,0.821,1.384,1.587,1.743,1.949,2.137,6.246,377.706,0.403
45,210.800,1.552,0.803,1.356,1.575,1.728,1.902,1.997,2.308,3.244,0.644
50,86.800,8.298,0.718,1.434,1.699,2.129,4.691,6.900,80.217,800.074,0.121
55,188.600,1.668,0.781,1.372,1.580,1.753,1.998,2.233,5.824,20.579,0.600
