Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2119,2119.000,466,1131,2578,4715,4367,7258,10684,54268,120290
1,1747,1747.000,374,1398,2910,6781,5355,11004,15998,76483,348994
2,2808,2808.000,334,817,1959,2882,3348,4860,8493,20219,54214
3,3602,3602.000,321,909,1898,2767,3594,5792,7682,14236,33100
4,2130,2130.000,283,814,2279,4703,3688,7808,13359,36233,274036
5,1348,1348.000,302,917,2399,7384,3973,9166,13831,35438,524988
6,2173,2173.000,265,802,2009,5416,3358,6967,8699,36678,636024
7,1950,1950.000,286,800,2202,4941,3683,9812,14314,63709,220408
8,3322,3322.000,277,754,1852,2568,3158,4504,7401,16425,35028
9,4434,4434.000,281,717,1770,2254,2961,3850,6854,11615,52363
10,1778,1778.000,234,955,2572,5618,4280,9955,15331,92672,259073
11,4566,4566.000,232,717,1657,2471,2882,3740,5786,8049,223854
12,1404,1404.000,234,934,2261,8596,3875,7822,12727,34194,834565
13,1834,1834.000,284,912,2309,3570,3840,7480,10977,17895,230101
14,5249,5249.000,234,704,1582,1902,2767,3549,4132,7203,15460
15,5141,5141.000,239,702,1603,1937,2797,3564,4434,7412,16199
16,5008,5008.000,259,709,1648,1995,2852,3710,5521,7415,15808
17,5139,5139.000,232,698,1601,1936,2865,3634,4370,7280,18562
18,4647,4647.000,276,711,1704,2153,2880,3755,6323,9033,43366
19,3391,3391.000,236,824,1843,2941,3575,6123,8057,22350,44257
20,3906,3906.000,274,741,1757,2546,3135,4687,6835,12932,90391
21,3808,3808.000,236,712,1808,2622,3061,4327,6911,14435,118341
22,5243,5243.000,258,697,1559,1902,2767,3560,4205,7270,21119
23,5231,5231.000,260,707,1584,1907,2767,3600,4175,7200,18891
24,5312,5312.000,262,699,1551,1880,2742,3542,4073,7130,15115
25,5292,5292.000,271,706,1551,1886,2783,3538,4091,7047,18096
26,5226,5226.000,263,694,1537,1909,2783,3551,4326,7177,31797
27,1550,1550.000,216,945,2011,9212,4043,7649,12139,54262,901561
28,1638,1638.000,260,945,2121,3503,3867,7698,12165,20183,41115
29,1200,1200.000,285,885,1963,9871,3942,8248,16200,51408,803106
30,2111,2111.000,236,873,2148,3895,3793,8769,14288,34031,82044
31,1068,1068.000,217,846,2328,9263,4138,10518,15764,51880,585854
32,2632,2632.000,210,725,1745,3993,3097,6181,11092,41282,225531
33,2319,2319.000,200,935,2209,4079,3861,9507,14677,33161,84683
34,4526,4526.000,191,700,1588,2202,2819,3754,6345,12326,57138
35,4116,4116.000,198,719,1733,2431,2904,3757,6473,14887,131198
36,1897,1897.000,238,773,2046,5255,3532,6738,11875,32296,417956
37,5244,5244.000,248,694,1428,1904,2693,3527,4131,7223,34288
38,5304,5304.000,274,704,1538,1880,2760,3542,4058,6969,14259
39,3894,3894.000,240,732,1738,2563,2975,4055,6796,17734,119925
40,2131,2131.000,287,761,1917,4688,3358,6159,11899,20713,413912
41,5124,5124.000,240,710,1618,1949,2799,3598,4324,7333,22850
42,5241,5241.000,258,704,1604,1906,2770,3554,4111,7063,15216
43,5288,5288.000,245,703,1567,1887,2767,3544,4080,7073,13822
44,5050,5050.000,262,694,1636,1978,2838,3606,4602,7469,18571
45,5287,5287.000,248,704,1534,1888,2754,3576,4156,7017,13720
46,5170,5170.000,268,702,1636,1931,2810,3574,4324,7118,14277
47,5297,5297.000,256,701,1521,1885,2762,3517,4115,7104,13865
48,5301,5301.000,252,702,1563,1883,2756,3573,4072,7035,20344
49,5263,5263.000,278,697,1520,1899,2736,3588,4285,7039,19924
50,1513,1513.000,208,774,2154,6609,3767,10124,14652,47111,565074
51,2807,2807.000,185,853,1840,3556,3454,6539,11013,31906,125920
52,2715,2715.000,225,754,1898,3687,3223,5141,9610,29979,295133
53,2842,2842.000,209,750,1945,3509,3322,6409,12038,34317,121649
54,1781,1781.000,204,728,1730,6707,2932,3975,6651,25660,852242
55,3125,3125.000,259,759,1901,2576,3172,4427,7106,15706,51073
56,5195,5195.000,240,712,1571,1920,2801,3620,4191,7153,14429
57,5189,5189.000,249,708,1527,1925,2772,3528,4039,7220,38295
58,3660,3660.000,224,728,1751,2728,3062,4268,6917,16162,167102
59,5152,5152.000,227,694,1570,1931,2783,3533,4146,7144,34104
