Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,98.600,2.014,0.283,0.478,0.648,1.051,1.753,2.351,4.518,280.639,0.496
5,112.600,0.569,0.265,0.359,0.416,0.521,1.043,1.642,2.278,3.892,1.756
10,116.400,0.534,0.232,0.356,0.408,0.507,0.793,1.554,2.147,5.489,1.872
15,181.600,0.440,0.232,0.342,0.387,0.456,0.553,0.653,1.051,14.001,2.271
20,189.600,0.462,0.236,0.335,0.377,0.450,0.549,0.654,1.806,16.116,2.166
25,119.400,2.882,0.216,0.351,0.427,0.561,1.218,7.381,29.721,761.377,0.347
30,105.200,4.667,0.191,0.338,0.434,0.770,4.220,22.036,33.884,554.776,0.214
35,155.800,1.883,0.198,0.344,0.405,0.513,1.330,3.448,31.567,396.423,0.531
40,184.200,0.834,0.240,0.343,0.400,0.498,0.749,2.278,12.990,16.422,1.199
45,213.000,0.569,0.248,0.339,0.403,0.503,0.610,0.726,7.998,12.448,1.757
50,94.000,5.334,0.185,0.350,0.473,2.799,19.519,26.872,45.120,252.665,0.187
55,190.800,1.181,0.224,0.355,0.450,0.554,0.696,1.508,21.469,128.855,0.847
