Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1070.800,1.880,0.396,0.764,0.927,1.342,2.216,3.544,7.840,340.966,0.532
5,1144.400,1.609,0.454,0.672,0.762,0.932,2.220,3.357,4.164,613.371,0.621
10,1277.000,1.251,0.430,0.662,0.747,0.901,1.449,2.867,4.014,800.466,0.799
15,1994.000,0.759,0.314,0.642,0.715,0.811,0.933,1.094,1.706,10.214,1.317
20,2020.400,0.778,0.410,0.643,0.711,0.804,0.925,1.070,2.593,8.916,1.285
25,1293.800,1.030,0.305,0.647,0.725,0.846,1.267,1.717,3.579,872.462,0.971
30,1094.800,1.407,0.314,0.630,0.737,1.016,2.183,3.363,4.186,559.726,0.711
35,1786.000,0.939,0.333,0.640,0.712,0.805,0.930,1.127,3.697,387.183,1.065
40,1961.400,0.799,0.318,0.640,0.707,0.796,0.896,0.977,1.946,392.046,1.252
45,2287.400,0.724,0.429,0.643,0.704,0.785,0.869,0.925,1.071,3.050,1.381
50,998.600,1.516,0.304,0.633,0.749,1.004,1.918,3.229,4.177,799.478,0.660
55,1911.800,0.801,0.359,0.648,0.716,0.808,0.926,1.061,3.550,6.039,1.248
