Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,4.400,1062.484,644.628,776.379,1173.468,1203.762,1306.166,1340.070,1340.363,1340.363,0.001
5,1.800,4418.404,1751.132,4440.466,4832.173,5065.928,5067.181,5067.181,5067.181,5067.181,0.000
10,2.600,1569.647,1304.626,1436.200,1552.288,1756.852,1795.832,1796.366,1796.366,1796.366,0.001
15,1.600,4365.745,1104.415,4755.169,4809.590,5107.892,5108.315,5108.315,5108.315,5108.315,0.000
20,3.000,1401.216,1110.922,1337.671,1395.928,1560.135,1596.118,1596.419,1596.419,1596.419,0.001
25,3.000,1074.706,815.426,1001.781,1039.474,1149.235,1276.368,1276.766,1276.766,1276.766,0.001
30,5.600,1008.598,890.439,957.339,1012.190,1065.398,1149.734,1149.854,1150.084,1150.084,0.001
35,5.200,935.666,702.747,848.566,911.325,1045.208,1072.606,1134.934,1184.853,1184.853,0.001
40,4.800,1035.396,759.351,961.939,1070.677,1150.720,1150.986,1153.422,1163.435,1163.435,0.001
45,1.600,1188.522,946.778,1135.958,1182.349,1394.932,1395.118,1395.118,1395.118,1395.118,0.001
50,0.200,5017.092,5017.092,5017.092,5017.092,5017.092,5017.092,5017.092,5017.092,5017.092,0.000
