Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,460,460.000,485,1549,2679,21955,43585,53827,80682,169950,343146
1,463,463.000,384,1448,2555,22054,44305,52472,79244,168007,353560
2,421,421.000,461,1597,2619,23508,44385,57518,80279,198638,318376
3,460,460.000,425,1558,2536,21797,43554,56788,78753,188529,260726
4,445,445.000,406,1390,2421,21894,43872,57724,78172,161487,295768
5,495,495.000,416,1445,2451,20345,43825,57769,79713,188437,201714
6,481,481.000,429,1390,2378,20839,43927,57360,78851,169711,395911
7,450,450.000,385,1350,2543,22239,43574,59607,81001,151475,249258
8,492,492.000,368,1412,2360,19904,43913,56825,78215,150857,246118
9,462,462.000,386,1478,2616,21981,44032,57157,75400,181653,409867
10,469,469.000,409,1607,2635,21392,44045,55538,72746,196516,273643
11,442,442.000,396,1378,2427,22583,43988,61366,80363,179086,324131
12,464,464.000,395,1363,2382,21505,43814,60657,80664,148616,396469
13,453,453.000,369,1439,2428,21765,43786,55074,78620,175135,225833
14,390,390.000,382,1527,2576,26267,43949,64878,92093,241123,374783
15,468,468.000,416,1485,2606,21127,43638,56089,77566,151935,311054
16,494,494.000,388,1353,2257,20130,43828,54023,79406,170479,198764
17,454,454.000,418,1356,2280,21926,43734,65250,80615,174938,334649
18,425,425.000,380,1513,2461,24020,43597,62829,90894,179130,245673
19,457,457.000,400,1583,2407,21393,43788,62382,78942,156710,363201
20,511,511.000,364,1341,2223,19434,43359,57287,78895,124407,327688
21,459,459.000,372,1450,2309,22541,44047,63432,81955,173999,275825
22,389,389.000,373,1469,2771,25330,44070,67175,85569,189087,324981
23,468,468.000,392,1483,2425,21602,43922,61427,78942,144623,265225
24,454,454.000,356,1402,2523,21791,43732,58157,79066,166563,241501
25,402,402.000,384,1494,2687,24833,43878,63068,79789,188133,264036
26,407,407.000,395,1467,2422,24133,43796,62614,93194,180725,304683
27,493,493.000,362,1412,2329,20456,43630,61387,78742,147269,222701
28,492,492.000,380,1309,2094,20604,43530,54632,78749,188303,333856
29,428,428.000,312,1361,2305,23160,43676,64227,90117,156511,276865
30,490,490.000,367,1332,2321,20920,43551,49699,79219,156458,250164
31,459,459.000,339,1461,2328,21048,43636,55878,78775,159510,268887
32,433,433.000,392,1429,2503,23319,44048,62137,80359,160857,320244
33,416,416.000,342,1502,2374,24226,43894,63823,94457,180598,308165
34,430,430.000,388,1260,2175,23091,43665,62633,79308,184746,278369
35,464,464.000,335,1263,2262,21279,43703,48194,78522,154700,393949
36,442,442.000,354,1405,2306,22952,43941,65240,79162,188463,246013
37,499,499.000,319,1321,2343,19995,43654,56011,77910,158638,276294
38,474,474.000,369,1324,2311,20934,43648,55480,79264,179630,226448
39,496,496.000,358,1315,2317,20414,43705,51233,78181,201277,342364
40,511,511.000,379,1344,2238,19600,43460,46839,79877,136957,245435
41,478,478.000,367,1519,2494,20612,43453,54252,79948,195718,247432
42,531,531.000,346,1297,2204,18799,43351,47494,77964,136841,294021
43,459,459.000,387,1400,2288,21863,43617,57828,77253,180484,268398
44,440,440.000,336,1447,2367,23112,43609,61081,78693,195805,332724
45,422,422.000,347,1332,2226,23210,43711,61776,77771,157210,409079
46,463,463.000,327,1311,2161,21368,43743,52579,76984,158581,346117
47,487,487.000,351,1328,2267,21154,43668,56465,77979,193594,351266
48,425,425.000,351,1407,2322,23307,43688,59053,78945,204617,276282
49,452,452.000,350,1339,2352,21705,43548,62936,78873,187504,327053
50,456,456.000,332,1365,2203,22100,43738,59321,79173,186165,245825
51,486,486.000,356,1377,2332,20664,43520,54908,78888,155083,423733
52,463,463.000,381,1285,2120,21593,43569,61339,78843,176996,309929
53,423,423.000,358,1274,2443,23830,43735,62663,79961,192795,269179
54,468,468.000,359,1440,2439,21038,43617,54666,77879,148146,439475
55,494,494.000,332,1394,2320,20571,43577,48395,76103,198505,353110
56,402,402.000,368,1375,2377,24364,43855,62156,85539,156485,235801
57,487,487.000,364,1282,2188,20519,43580,49249,78173,175391,378143
58,440,440.000,344,1398,2377,22624,43758,63192,93053,156363,252755
59,490,490.000,361,1396,2310,21384,43738,59266,78743,198092,383079
60,534,534.000,363,1211,2116,16808,42355,50198,70172,144074,270517
