Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,198.800,2.385,1.006,1.692,2.212,2.810,3.674,4.352,5.111,8.115,0.419
5,216.600,2.380,1.031,1.708,2.211,2.753,3.690,4.246,5.028,11.640,0.420
10,197.800,2.363,0.997,1.677,2.144,2.759,3.672,4.179,4.981,11.028,0.423
15,211.400,2.299,0.948,1.693,2.149,2.648,3.476,4.017,4.844,10.597,0.435
20,208.600,2.312,0.854,1.650,2.099,2.670,3.663,4.128,4.785,11.162,0.432
25,198.800,2.253,0.976,1.604,2.056,2.624,3.552,4.051,4.768,11.311,0.444
30,201.800,2.246,0.950,1.616,2.044,2.494,3.385,4.003,5.073,12.363,0.445
35,215.400,2.242,0.972,1.584,2.075,2.596,3.482,3.991,4.708,11.505,0.446
40,231.800,2.220,0.818,1.574,2.049,2.529,3.429,4.050,4.730,12.113,0.450
45,200.200,2.201,0.761,1.582,2.013,2.495,3.413,3.946,4.683,12.955,0.454
50,207.200,2.227,0.911,1.598,2.045,2.538,3.413,4.109,4.855,10.647,0.449
55,208.400,2.214,0.828,1.653,2.052,2.561,3.429,3.943,4.621,5.274,0.452
60,50.600,2.245,0.916,1.611,2.083,2.583,3.332,3.713,4.408,10.754,0.445
