Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.400,1.964,1.101,1.341,1.821,2.311,2.833,3.400,5.788,5.788,0.509
5,20.800,1.417,1.009,1.221,1.310,1.630,1.829,2.011,2.260,2.314,0.706
10,19.400,1.440,1.024,1.229,1.319,1.686,1.930,1.992,2.235,2.235,0.694
15,19.400,1.375,1.023,1.177,1.250,1.503,1.874,1.956,2.218,2.218,0.727
20,17.600,1.367,0.943,1.178,1.280,1.525,1.848,1.959,2.031,2.031,0.731
25,20.600,1.389,0.921,1.177,1.271,1.439,1.848,1.955,2.028,3.029,0.720
30,16.400,1.404,1.014,1.207,1.276,1.701,1.795,1.920,2.073,2.073,0.712
35,19.400,1.320,1.002,1.180,1.256,1.360,1.727,1.813,2.151,2.151,0.757
40,15.400,1.384,1.016,1.206,1.297,1.449,1.783,1.913,2.114,2.114,0.723
45,19.200,1.383,1.042,1.192,1.271,1.579,1.855,1.998,2.156,2.156,0.723
50,17.600,1.330,1.015,1.182,1.259,1.344,1.800,1.914,2.190,2.190,0.752
55,16.200,1.406,1.077,1.192,1.271,1.642,1.893,1.930,2.072,2.072,0.711
60,4.600,1.368,1.067,1.203,1.237,1.662,1.720,1.748,1.829,1.829,0.731
