Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1747953947.354486,752,4,1
1,NewOrder,1747953947.355327,2712,4,1
1,NewOrder,1747953947.357009,1932,1,1
4,Delivery,1747953947.358057,96346,4,1
1,NewOrder,1747953947.358773,2212,8,1
1,NewOrder,1747953947.358956,2594,1,1
2,Payment,1747953947.361005,38166,8,1
4,Delivery,1747953947.361569,221492,1,1
1,NewOrder,1747953947.373479,2222,2,1
2,Payment,1747953947.373520,1184,6,1
2,Payment,1747953947.374722,44442,6,1
1,NewOrder,1747953947.375722,2298,2,1
2,Payment,1747953947.377847,979,9,1
1,NewOrder,1747953947.378038,3937,2,1
3,OrderStatus,1747953947.378323,20149,0,1
2,Payment,1747953947.378838,639,9,1
2,Payment,1747953947.379488,44938,9,1
1,NewOrder,1747953947.382000,2994,2,1
2,Payment,1747953947.384957,45342,3,1
1,NewOrder,1747953947.385016,1819,2,1
1,NewOrder,1747953947.386859,2219,2,1
1,NewOrder,1747953947.389107,3233,2,1
2,Payment,1747953947.392361,957,2,1
1,NewOrder,1747953947.393334,2956,2,1
2,Payment,1747953947.396315,48855,2,1
2,Payment,1747953947.398493,43971,0,1
1,NewOrder,1747953947.399186,2426,8,1
2,Payment,1747953947.401636,41194,8,1
1,NewOrder,1747953947.410248,4328,5,1
1,NewOrder,1747953947.414602,3661,5,1
1,NewOrder,1747953947.418285,2999,5,1
5,StockLevel,1747953947.419180,3193,6,1
2,Payment,1747953947.420882,53827,7,1
2,Payment,1747953947.421304,70752,5,1
2,Payment,1747953947.422388,43211,6,1
2,Payment,1747953947.424443,43662,9,1
1,NewOrder,1747953947.430322,3386,3,1
2,Payment,1747953947.433738,47574,3,1
1,NewOrder,1747953947.442488,2060,0,1
1,NewOrder,1747953947.442848,3560,8,1
1,NewOrder,1747953947.444571,2322,0,1
1,NewOrder,1747953947.445182,4043,2,1
4,Delivery,1747953947.446427,120868,8,1
2,Payment,1747953947.446902,49328,0,1
2,Payment,1747953947.449244,63640,2,1
4,Delivery,1747953947.454417,140097,4,1
1,NewOrder,1747953947.465622,1440,6,1
3,OrderStatus,1747953947.467077,52829,6,1
1,NewOrder,1747953947.468120,2162,9,1
2,Payment,1747953947.470300,584,9,1
1,NewOrder,1747953947.470897,1962,9,1
5,StockLevel,1747953947.472875,2311,9,1
1,NewOrder,1747953947.474734,3315,7,1
1,NewOrder,1747953947.475200,2219,9,1
2,Payment,1747953947.477436,606,9,1
1,NewOrder,1747953947.478056,1834,9,1
1,NewOrder,1747953947.478062,5096,7,1
1,NewOrder,1747953947.479904,1976,9,1
2,Payment,1747953947.481321,43966,3,1
1,NewOrder,1747953947.481888,1699,9,1
5,StockLevel,1747953947.483164,2090,7,1
2,Payment,1747953947.483591,57722,9,1
3,OrderStatus,1747953947.485262,83702,7,1
5,StockLevel,1747953947.492080,5027,5,1
3,OrderStatus,1747953947.496250,14164,0,1
2,Payment,1747953947.497194,69570,5,1
2,Payment,1747953947.510437,734,0,1
2,Payment,1747953947.511186,43791,0,1
2,Payment,1747953947.512901,908,2,1
1,NewOrder,1747953947.513820,2681,2,1
2,Payment,1747953947.516521,1108,2,1
2,Payment,1747953947.517646,840,2,1
5,StockLevel,1747953947.518502,3536,2,1
5,StockLevel,1747953947.519918,2803,6,1
2,Payment,1747953947.522059,1224,2,1
1,NewOrder,1747953947.522736,1799,6,1
2,Payment,1747953947.523298,824,2,1
1,NewOrder,1747953947.524136,5070,2,1
