Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.000,146.359,59.768,99.324,130.467,169.950,242.927,286.095,353.560,353.560,0.007
5,18.200,140.999,62.203,99.579,127.112,176.519,206.735,244.007,409.867,409.867,0.007
10,19.800,147.287,60.365,100.097,128.489,176.343,234.394,297.294,396.469,396.469,0.007
15,19.400,136.578,61.788,94.825,123.831,156.710,209.840,245.673,363.201,363.201,0.007
20,18.200,140.218,58.800,97.835,123.212,161.972,238.082,260.147,327.688,327.688,0.007
25,18.800,147.735,58.706,109.745,140.162,168.177,222.701,264.036,333.856,333.856,0.007
30,20.000,142.831,58.399,110.583,129.027,160.696,233.958,268.887,320.244,320.244,0.007
35,16.800,143.944,75.288,95.433,130.563,176.584,226.448,242.079,393.949,393.949,0.007
40,16.400,148.571,74.990,98.630,136.841,185.881,239.906,248.434,332.724,332.724,0.007
45,19.600,145.797,58.203,96.044,135.816,172.062,215.124,327.053,409.079,409.079,0.007
50,18.600,145.305,68.773,98.174,129.977,167.675,229.912,266.794,439.475,439.475,0.007
55,19.200,145.556,58.461,97.274,130.685,164.842,235.801,320.650,383.079,383.079,0.007
60,3.200,129.789,59.351,98.369,111.761,159.745,199.498,270.517,270.517,270.517,0.008
