Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,449.800,22.222,0.384,1.525,2.539,43.985,55.855,79.207,169.950,353.560,0.045
5,476.000,21.030,0.368,1.424,2.442,43.843,57.516,79.571,169.711,409.867,0.048
10,443.600,22.587,0.369,1.437,2.459,43.910,59.520,79.554,181.492,396.469,0.044
15,459.600,21.659,0.380,1.447,2.376,43.705,62.132,79.693,166.535,363.201,0.046
20,456.200,21.979,0.356,1.422,2.415,43.783,61.598,79.580,161.972,327.688,0.045
25,444.400,22.475,0.312,1.407,2.347,43.716,61.875,79.423,168.561,333.856,0.044
30,445.600,22.450,0.339,1.393,2.337,43.744,59.716,79.452,162.422,320.244,0.045
35,475.000,21.072,0.319,1.313,2.302,43.708,55.088,78.722,171.449,393.949,0.047
40,483.800,20.693,0.336,1.368,2.304,43.489,54.187,78.655,161.931,332.724,0.048
45,449.800,22.102,0.327,1.335,2.257,43.667,59.366,78.525,175.289,409.079,0.045
50,459.200,21.797,0.332,1.342,2.303,43.626,56.919,79.039,175.793,439.475,0.046
55,462.600,21.782,0.332,1.375,2.296,43.699,57.748,78.879,164.842,383.079,0.046
60,106.800,16.809,0.363,1.211,2.116,42.355,50.198,70.172,144.074,270.517,0.059
