Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2.000,192.885,6.361,9.917,141.696,274.854,695.212,695.212,695.212,695.212,0.005
5,14.400,29.555,2.924,5.775,9.271,39.690,81.221,108.060,316.752,316.752,0.034
10,12.000,23.027,2.922,4.473,10.132,39.197,42.915,67.402,70.901,70.901,0.043
15,30.000,8.251,1.204,4.225,5.844,7.492,10.763,37.083,40.729,41.216,0.121
20,26.600,7.205,1.147,3.949,5.304,6.930,8.891,36.477,39.096,39.467,0.139
25,27.800,6.544,0.777,3.948,4.961,6.648,8.118,14.402,39.929,42.236,0.153
30,29.000,7.083,0.787,3.301,4.788,7.202,16.370,24.477,31.723,38.756,0.141
35,38.000,5.168,0.982,3.332,4.865,6.756,7.963,9.241,11.311,36.636,0.194
40,28.800,7.297,1.110,4.231,5.010,7.019,9.405,32.513,37.300,39.872,0.137
45,42.600,5.236,0.897,3.006,5.091,7.201,8.744,9.517,10.587,12.291,0.191
50,38.000,4.777,0.670,2.822,4.750,6.644,7.764,9.184,11.461,12.819,0.209
55,30.800,6.239,0.901,3.290,5.370,7.644,10.485,12.864,39.090,40.048,0.160
60,7.000,5.135,1.097,2.885,4.962,7.066,9.074,9.604,9.752,9.752,0.195
