Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1.400,169.375,13.810,14.144,17.957,466.363,610.162,610.162,610.162,610.162,0.006
5,11.400,13.022,1.281,5.139,9.213,13.170,40.267,43.090,44.453,44.453,0.077
10,9.600,10.270,4.095,5.295,6.268,8.505,38.620,39.669,43.362,43.362,0.097
15,27.400,4.044,1.027,3.765,4.536,5.097,5.612,5.764,6.148,6.332,0.247
20,23.000,4.775,3.710,4.396,4.772,5.049,5.552,5.925,6.437,6.450,0.209
25,29.400,4.567,1.050,4.234,4.602,5.055,5.392,5.673,6.535,7.148,0.219
30,28.200,4.603,1.124,4.279,4.687,5.116,5.561,5.752,6.340,6.500,0.217
35,35.400,4.716,3.521,4.274,4.658,5.027,5.446,5.804,6.448,6.457,0.212
40,26.800,4.694,1.929,4.365,4.588,5.075,5.414,5.874,6.803,6.949,0.213
45,41.400,4.680,3.467,4.296,4.621,5.017,5.527,5.754,6.029,6.344,0.214
50,40.600,4.571,1.800,4.227,4.565,4.985,5.394,5.635,5.927,6.116,0.219
55,32.400,4.681,2.989,4.228,4.719,5.088,5.464,5.709,6.073,6.339,0.214
60,8.400,4.480,3.584,4.136,4.522,4.756,4.968,5.300,5.625,5.625,0.223
