Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,38.800,214.410,6.361,38.091,53.110,285.076,580.056,864.902,2043.655,3628.980,0.005
5,333.000,30.072,1.281,7.306,34.478,42.648,48.290,76.351,164.695,409.031,0.033
10,271.000,36.477,2.922,8.559,38.541,44.812,69.990,80.698,169.547,228.392,0.027
15,714.400,14.072,1.027,5.603,7.328,14.738,38.273,42.999,79.602,281.831,0.071
20,587.400,16.948,1.147,6.172,10.211,16.599,41.443,46.203,98.157,148.531,0.059
25,655.200,15.182,0.777,5.900,9.542,15.537,38.581,45.200,83.323,180.550,0.066
30,716.400,13.943,0.787,5.828,9.931,16.090,31.092,38.126,67.331,129.927,0.072
35,881.600,11.319,0.982,5.958,8.502,13.653,17.409,33.530,46.419,108.825,0.088
40,694.400,14.384,1.110,6.092,9.077,14.831,37.946,43.214,79.438,154.321,0.070
45,982.600,10.151,0.897,6.063,7.816,13.141,15.986,18.224,36.166,63.300,0.099
50,982.800,10.149,0.670,5.998,8.224,13.200,16.130,17.964,36.449,67.948,0.099
55,794.200,12.573,0.901,6.379,10.080,14.723,19.767,36.927,47.966,103.353,0.080
60,171.400,10.292,1.097,6.177,8.507,13.387,15.941,18.587,34.986,62.300,0.097
