Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.600,135.633,7.402,11.277,41.121,279.333,330.475,441.045,726.286,726.286,0.007
5,143.600,16.066,3.001,6.230,7.468,35.885,38.316,38.939,40.985,44.921,0.062
10,120.000,23.108,4.363,6.888,9.666,38.368,40.221,45.332,69.983,72.171,0.043
15,307.600,8.604,2.438,4.762,5.962,6.538,10.241,37.664,39.667,76.691,0.116
20,248.400,9.178,3.682,5.828,6.266,6.864,13.406,36.910,38.240,40.036,0.109
25,271.800,8.831,3.530,5.611,6.089,6.745,9.821,36.934,38.978,71.040,0.113
30,308.000,7.959,3.289,5.535,5.961,6.626,15.615,25.603,35.874,49.490,0.126
35,374.800,6.367,3.571,5.400,6.075,6.558,7.176,7.771,35.889,39.305,0.157
40,301.800,8.677,3.125,5.570,6.241,6.705,8.265,36.952,38.959,129.150,0.115
45,422.200,6.020,3.804,5.398,6.170,6.550,6.988,7.367,9.374,17.998,0.166
50,415.200,5.999,3.788,5.272,6.150,6.572,7.031,7.539,9.665,23.602,0.167
55,344.200,7.918,3.812,5.342,6.578,7.513,11.317,13.708,37.822,79.420,0.126
60,74.400,6.458,3.821,5.829,6.301,6.721,7.771,10.320,13.578,15.002,0.155
