Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,450.800,22.310,0.377,1.663,2.781,44.134,55.477,79.459,176.680,391.405,0.045
5,459.600,21.794,0.361,1.527,2.522,43.935,58.426,80.953,170.723,326.580,0.046
10,459.400,21.631,0.354,1.467,2.413,43.829,57.029,79.367,162.219,318.172,0.046
15,424.200,23.638,0.307,1.521,2.602,43.937,60.180,79.903,202.613,402.483,0.042
20,450.000,22.076,0.364,1.501,2.422,43.722,57.807,79.358,165.793,364.945,0.045
25,445.200,22.538,0.362,1.463,2.410,43.851,62.519,82.317,173.089,399.355,0.044
30,453.000,21.991,0.348,1.475,2.558,43.858,55.267,79.338,152.114,253.586,0.045
35,431.000,23.270,0.348,1.399,2.482,43.865,61.921,80.610,165.929,380.620,0.043
40,457.200,21.858,0.341,1.434,2.403,43.624,60.433,80.559,166.552,338.288,0.046
45,482.400,20.744,0.316,1.372,2.332,43.709,60.728,78.941,153.574,329.895,0.048
50,453.200,22.013,0.351,1.422,2.311,43.787,57.461,79.293,158.426,422.803,0.045
55,462.800,21.645,0.344,1.422,2.298,43.774,61.450,78.505,156.179,392.488,0.046
60,100.400,18.074,0.318,1.463,2.369,43.234,49.206,71.215,131.248,170.435,0.055
