Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,449,449.000,400,1864,3035,22085,44136,54108,74086,193017,337526
1,443,443.000,402,1700,2911,22728,44380,57631,80560,196544,261084
2,414,414.000,377,1739,2936,24385,44665,59914,88481,157456,391405
3,492,492.000,407,1482,2407,20410,43411,51329,73869,192532,374497
4,456,456.000,393,1567,2649,22287,44286,56838,79536,157738,273934
5,456,456.000,419,1565,2609,21593,43987,56346,80141,189057,293642
6,443,443.000,361,1454,2504,22115,44096,57509,91235,162395,239911
7,463,463.000,420,1550,2516,22047,43933,62201,79678,154222,326580
8,456,456.000,402,1493,2349,21408,44060,61898,82116,174062,238702
9,480,480.000,368,1601,2749,21810,43767,58869,79646,172922,248935
10,474,474.000,368,1518,2450,20602,43606,54312,78670,179530,318172
11,437,437.000,390,1519,2471,22918,44082,62007,83930,157745,299921
12,452,452.000,354,1396,2291,21779,43781,57379,79792,156807,245570
13,441,441.000,369,1659,2461,22984,43983,62777,123112,169322,200215
14,493,493.000,371,1345,2391,20130,43882,51670,78412,147049,182278
15,451,451.000,340,1617,2795,21814,43797,61799,79717,172812,279612
16,408,408.000,307,1428,2493,25064,44204,62686,78820,192603,402483
17,465,465.000,357,1428,2412,21794,43857,58340,78101,158519,252683
18,391,391.000,427,1631,2597,24881,43886,50560,80295,232539,298497
19,406,406.000,373,1570,2821,25144,44264,62877,126615,203338,291709
20,416,416.000,372,1393,2424,24042,43775,62534,80022,217304,363430
21,468,468.000,364,1510,2463,21011,43451,56132,79358,155383,209886
22,476,476.000,383,1507,2316,21119,43692,48383,76784,172085,364945
23,440,440.000,398,1570,2561,22157,43984,57807,77307,155505,212794
24,450,450.000,418,1490,2438,22299,43727,61696,82948,153127,241778
25,480,480.000,367,1429,2355,20634,43554,49059,77990,176374,223993
26,434,434.000,372,1534,2432,23502,43928,63736,79060,166210,336924
27,457,457.000,362,1475,2495,21687,43972,62001,82312,142578,183228
28,434,434.000,372,1437,2419,23046,43823,64194,121373,158392,294142
29,421,421.000,368,1410,2369,24114,43945,60362,110904,209215,399355
30,512,512.000,372,1420,2511,18959,43519,49375,74189,156332,253586
31,438,438.000,348,1533,2694,23283,43991,56046,80144,155231,250171
32,457,457.000,381,1382,2400,21665,43902,63051,83521,145870,197161
33,433,433.000,375,1589,2831,23377,43759,61429,77928,134174,170002
34,425,425.000,370,1439,2558,23249,44220,58065,80407,150810,202391
35,404,404.000,388,1390,2724,26248,43965,63087,127332,261697,380620
36,427,427.000,377,1349,2451,22376,43705,55708,79658,143735,303913
37,451,451.000,373,1317,2281,22608,44038,62713,81221,165929,293506
38,453,453.000,374,1578,2781,21601,43723,58177,78774,133962,158884
39,420,420.000,348,1472,2522,23825,43947,62926,103452,162739,193626
40,462,462.000,374,1341,2384,21463,43664,62553,80514,163420,179593
41,413,413.000,342,1609,2622,24023,43897,61298,80559,172407,272026
42,507,507.000,341,1390,2220,20051,42901,53747,121871,163717,189229
43,472,472.000,355,1334,2345,21397,43516,55621,80526,166552,338288
44,432,432.000,392,1482,2653,22832,44018,62681,78936,171042,232705
45,427,427.000,370,1384,2450,23467,43898,67992,123524,157865,191627
46,482,482.000,316,1278,2266,20451,43549,51686,78757,159386,309073
47,535,535.000,383,1299,2218,18737,43511,55261,75996,124919,262010
48,465,465.000,360,1528,2456,21271,43807,55982,78361,156616,260128
49,503,503.000,373,1366,2326,20358,43643,60437,79218,140727,329895
50,469,469.000,359,1539,2349,21454,43939,57461,77981,155859,274233
51,425,425.000,351,1399,2266,23029,43540,61734,78900,204957,422803
52,472,472.000,367,1431,2247,21283,43939,54362,79943,159408,223140
53,423,423.000,371,1432,2314,23301,43827,62366,101246,171717,229668
54,477,477.000,370,1351,2381,21235,43540,60912,79340,147397,173480
55,464,464.000,415,1565,2397,21334,43778,56263,76322,132648,253981
56,437,437.000,354,1319,2276,23814,43920,63963,79697,158345,392488
57,459,459.000,367,1420,2174,20674,43764,55170,73389,164513,209895
58,523,523.000,344,1422,2291,19625,43923,53337,69414,135193,176397
59,431,431.000,362,1417,2385,23260,43588,64438,122953,158366,266903
60,502,502.000,318,1463,2369,18074,43234,49206,71215,131248,170435
