Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,189.000,29.933,0.377,0.732,43.789,45.730,56.666,72.580,81.110,84.520,0.033
5,186.600,29.859,0.361,0.632,43.637,45.164,57.077,73.726,81.370,91.235,0.033
10,195.800,29.474,0.354,0.583,43.586,45.271,54.524,74.854,79.792,84.301,0.034
15,180.400,31.466,0.307,0.703,43.707,45.646,55.466,74.473,80.195,127.415,0.032
20,192.600,30.516,0.364,0.592,43.471,44.906,55.284,73.929,79.850,94.493,0.033
25,185.600,29.201,0.362,0.557,43.517,45.050,54.132,73.845,79.816,84.741,0.034
30,202.200,30.917,0.348,0.624,43.598,45.156,55.078,77.671,80.407,86.552,0.032
35,187.800,30.638,0.348,0.590,43.548,45.061,55.348,72.722,80.597,134.957,0.033
40,187.400,29.041,0.341,0.551,43.371,44.918,53.757,71.739,80.038,92.874,0.034
45,204.400,28.799,0.316,0.554,43.450,44.809,57.978,77.619,79.823,100.317,0.035
50,191.800,30.881,0.351,0.570,43.540,44.945,55.642,77.981,80.185,85.403,0.032
55,196.400,30.929,0.344,0.543,43.535,44.785,57.468,76.739,79.777,112.890,0.032
60,39.800,28.455,0.318,0.563,43.239,44.598,53.601,71.215,79.374,79.766,0.035
