Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,18.800,1.932,0.977,1.216,1.705,2.300,3.394,3.683,4.489,4.489,0.518
5,16.800,1.396,0.970,1.180,1.251,1.597,1.877,2.060,2.666,2.666,0.716
10,16.000,1.348,0.963,1.175,1.233,1.578,1.775,1.895,2.114,2.114,0.742
15,16.400,1.356,0.966,1.167,1.255,1.530,1.775,1.831,2.054,2.054,0.737
20,17.600,1.297,0.961,1.134,1.195,1.357,1.770,1.918,2.006,2.006,0.771
25,15.200,1.330,0.949,1.168,1.227,1.422,1.792,1.929,2.057,2.057,0.752
30,17.200,1.347,1.013,1.144,1.252,1.613,1.796,1.893,1.972,1.972,0.742
35,18.400,1.325,0.998,1.173,1.229,1.371,1.771,1.873,2.022,2.022,0.755
40,20.600,1.370,1.008,1.141,1.224,1.652,1.828,1.863,1.889,2.085,0.730
45,18.800,1.364,0.928,1.143,1.260,1.635,1.798,1.889,2.041,2.041,0.733
50,17.400,1.334,1.035,1.152,1.219,1.468,1.781,1.880,2.000,2.000,0.750
55,17.200,1.360,1.024,1.144,1.244,1.629,1.864,1.975,2.177,2.177,0.735
60,3.200,1.269,1.072,1.156,1.208,1.341,1.644,1.646,1.646,1.646,0.788
