Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,205.000,2.660,1.131,1.923,2.446,3.142,4.229,4.680,5.491,8.723,0.376
5,217.600,2.451,1.043,1.775,2.275,2.893,3.851,4.295,5.075,6.189,0.408
10,212.600,2.372,1.073,1.745,2.211,2.727,3.731,4.225,4.773,5.429,0.422
15,193.600,2.432,0.959,1.780,2.256,2.871,3.851,4.288,4.797,5.380,0.411
20,207.400,2.316,1.017,1.747,2.162,2.659,3.460,4.017,4.790,5.917,0.432
25,203.800,2.298,0.961,1.711,2.183,2.674,3.413,3.919,4.647,5.196,0.435
30,199.600,2.401,0.902,1.718,2.233,2.918,3.726,4.223,4.757,6.002,0.417
35,189.400,2.443,0.957,1.681,2.170,2.773,3.888,4.533,6.889,13.853,0.409
40,210.200,2.348,0.969,1.698,2.178,2.764,3.636,4.109,4.707,5.381,0.426
45,223.000,2.312,0.925,1.677,2.162,2.719,3.621,4.112,4.831,5.294,0.433
50,207.000,2.190,0.953,1.617,2.044,2.536,3.370,3.883,4.512,5.165,0.457
55,212.800,2.194,1.000,1.603,2.012,2.530,3.400,3.967,4.530,5.172,0.456
60,51.200,2.407,1.005,1.810,2.199,2.852,3.801,4.303,4.655,4.984,0.416
