Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.200,51.943,14.412,32.275,53.891,63.005,80.253,94.114,104.753,116.154,0.019
5,19.600,48.819,19.518,21.194,57.985,65.084,70.321,81.848,97.788,97.788,0.020
10,16.600,52.397,19.411,20.409,62.942,64.784,76.346,106.332,161.820,161.820,0.019
15,15.400,50.635,19.369,20.639,62.877,63.952,70.587,77.772,111.537,111.537,0.020
20,15.400,54.156,19.195,26.708,62.680,64.842,75.222,111.055,111.915,111.915,0.018
25,20.200,47.891,19.031,20.039,62.514,64.538,70.154,88.030,110.333,110.904,0.021
30,17.400,46.427,19.116,20.044,33.375,64.020,75.616,86.427,118.456,118.456,0.022
35,16.200,47.646,19.453,20.402,62.555,64.546,67.087,75.261,111.775,111.775,0.021
40,17.600,49.000,18.875,20.409,62.803,65.791,72.371,79.632,112.214,112.214,0.020
45,18.800,52.173,19.062,25.269,62.872,64.816,72.472,87.235,113.010,113.010,0.019
50,19.600,47.001,18.961,20.206,61.816,63.913,67.665,101.246,112.316,112.316,0.021
55,21.400,54.223,19.068,32.287,62.893,64.663,75.129,99.313,109.334,111.904,0.018
60,3.400,49.750,19.410,20.065,63.321,65.182,78.606,109.434,109.434,109.434,0.020
