Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,118.000,0.857,0.267,0.488,0.733,1.134,1.530,1.717,2.276,3.124,1.166
5,116.000,0.684,0.216,0.361,0.473,0.936,1.348,1.584,2.141,5.528,1.462
10,70.400,1.219,0.275,0.905,1.267,1.557,1.772,1.965,2.367,3.575,0.820
15,57.800,1.363,0.420,1.177,1.346,1.585,1.779,1.837,2.228,2.306,0.734
20,65.600,1.179,0.248,0.840,1.218,1.530,1.795,1.965,2.546,3.070,0.848
25,67.200,1.273,0.294,1.060,1.293,1.538,1.774,1.906,2.224,4.687,0.785
30,69.400,1.281,0.264,1.041,1.269,1.484,1.686,1.920,2.929,4.136,0.780
35,59.600,1.364,0.336,1.150,1.379,1.599,1.808,1.907,2.421,6.804,0.733
40,60.800,1.396,0.596,1.191,1.362,1.580,1.806,1.959,2.213,2.617,0.717
45,66.400,1.154,0.257,0.890,1.195,1.393,1.610,1.773,1.991,2.519,0.866
50,59.800,1.337,0.636,1.132,1.307,1.480,1.719,1.877,2.294,3.276,0.748
55,62.400,1.298,0.252,1.066,1.319,1.607,1.816,2.023,2.472,3.139,0.770
