Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1270.200,1.344,0.480,0.762,1.007,1.648,2.496,2.824,3.471,38.964,0.744
5,1304.800,1.404,0.393,0.660,0.820,1.765,2.570,2.967,3.553,1036.215,0.712
10,731.600,2.245,0.488,1.711,2.434,2.858,3.193,3.376,3.836,8.423,0.445
15,641.200,3.164,0.716,2.195,2.529,2.852,3.162,3.350,3.695,1049.058,0.316
20,796.400,2.167,0.438,1.628,2.349,2.801,3.144,3.334,3.738,4.637,0.461
25,689.400,2.396,0.505,2.073,2.523,2.896,3.207,3.390,3.818,5.318,0.417
30,656.600,2.441,0.459,2.077,2.500,2.886,3.222,3.423,3.867,10.329,0.410
35,648.600,2.476,0.495,2.160,2.600,2.971,3.263,3.455,3.802,9.326,0.404
40,627.600,2.653,1.223,2.335,2.655,2.962,3.246,3.429,3.767,8.129,0.377
45,732.600,2.200,0.505,1.654,2.306,2.759,3.120,3.307,3.688,4.397,0.455
50,641.600,2.602,1.193,2.267,2.590,2.902,3.220,3.418,3.832,8.491,0.384
55,686.800,2.702,0.422,2.047,2.529,2.920,3.234,3.424,3.802,1063.080,0.370
