Round	Start	End	Benchmark_Elapsed	Tuning_overhead
1	1748640259.634132	1748640485.2690268	225.63489484786987	0.0
2	1748640485.3270557	1748640719.74991	234.42285442352295	0.0580289363861084
3	1748640719.7768452	1748640949.620094	229.84324884414673	0.026935100555419922
4	1748640949.6758683	1748641180.2013707	230.5255024433136	0.05577421188354492
5	1748641180.2367513	1748641410.8402762	230.60352492332458	0.03538060188293457
6	1748641410.895687	1748641640.6414824	229.74579524993896	0.05541086196899414
7	1748641640.7042406	1748641886.4757614	245.7715208530426	0.06275820732116699
8	1748641886.4905405	1748642101.7688847	215.2783441543579	0.014779090881347656
9	1748642104.00147	1748642320.481278	216.47980785369873	2.2325854301452637
10	1748642320.5466428	1748642490.316659	169.7700161933899	0.06536483764648438
11	1748642490.3827455	1748642650.7727702	160.39002466201782	0.0660865306854248
12	1748642650.840242	1748642830.6318893	179.79164743423462	0.06747174263000488
13	1748642830.6995327	1748642999.5744896	168.87495684623718	0.06764340400695801
14	1748642999.6437597	1748643220.1773834	220.53362369537354	0.06927013397216797
15	1748643220.2403467	1748643469.4252203	249.18487358093262	0.06296324729919434
16	1748643469.4691005	1748643685.8103871	216.34128665924072	0.04388022422790527
17	1748643685.9825928	1748643912.625063	226.64247012138367	0.17220568656921387
18	1748643914.6784215	1748644158.6683683	243.9899468421936	2.053358554840088
19	1748644158.702815	1748644390.7355764	232.03276133537292	0.03444671630859375
20	1748644390.8099527	1748644643.3063128	252.49636006355286	0.07437634468078613
21	1748644643.3235004	1748644908.089047	264.7655465602875	0.01718759536743164
22	1748644908.5699081	1748645173.9562364	265.38632822036743	0.48086118698120117
23	1748645173.994936	1748645427.4846306	253.4896945953369	0.03869962692260742
24	1748645427.5630186	1748645688.8560722	261.29305362701416	0.07838797569274902
25	1748645688.9970767	1748645952.2333927	263.23631596565247	0.1410045623779297
26	1748645954.4665282	1748646199.8443837	245.3778555393219	2.233135461807251
27	1748646199.8825092	1748646429.0871058	229.20459651947021	0.03812551498413086
28	1748646429.1690025	1748646688.6891313	259.52012872695923	0.08189678192138672
29	1748646688.7432592	1748646916.0448122	227.30155301094055	0.05412793159484863
30	1748646916.12824	1748647163.2018065	247.07356643676758	0.08342790603637695
31	1748647163.2848172	1748647403.568871	240.28405380249023	0.08301067352294922
32	1748647403.6510727	1748647635.4522524	231.80117964744568	0.08220171928405762
33	1748647637.7099454	1748647870.1605554	232.45060992240906	2.25769305229187
34	1748647870.247643	1748648110.069694	239.8220510482788	0.08708763122558594
35	1748648110.1737173	1748648363.507845	253.33412766456604	0.10402321815490723
36	1748648363.5894735	1748648598.18523	234.59575653076172	0.08162856101989746
37	1748648598.2895026	1748648844.0819383	245.79243564605713	0.10427260398864746
38	1748648844.1715705	1748649073.941462	229.76989150047302	0.08963227272033691
