Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,47.124,13.853,23.645,52.208,56.748,75.857,92.650,185.912,185.912,0.021
5,18.000,44.972,14.238,20.372,53.249,60.732,67.392,88.639,101.931,101.931,0.022
10,20.000,49.977,18.985,20.075,61.673,64.001,76.772,110.407,114.848,114.848,0.020
15,20.200,46.658,18.921,20.083,33.085,64.677,86.643,98.670,111.780,111.990,0.021
20,17.600,49.827,19.096,20.238,62.095,64.542,74.400,86.815,111.621,111.621,0.020
25,21.600,49.056,18.877,20.085,62.239,63.405,74.956,90.313,110.327,110.838,0.020
30,15.800,47.835,19.091,19.999,61.631,64.141,69.442,105.199,110.950,110.950,0.021
35,17.800,52.836,18.804,24.571,62.318,63.917,79.091,103.561,110.238,110.238,0.019
40,18.800,49.344,19.077,20.034,62.008,63.656,77.782,98.411,110.900,110.900,0.020
45,18.400,50.175,18.612,19.988,61.828,64.106,76.970,109.603,112.962,112.962,0.020
50,20.000,56.064,18.923,32.590,62.642,64.286,81.544,109.056,118.498,118.498,0.018
55,17.600,51.303,19.083,21.838,62.096,63.614,71.023,76.358,109.875,109.875,0.019
