Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,430.800,23.494,0.415,1.669,2.960,43.924,56.748,85.883,204.914,449.826,0.043
5,435.400,22.905,0.355,1.446,2.531,44.046,57.370,80.103,170.867,353.338,0.044
10,475.800,20.929,0.325,1.358,2.362,43.701,56.389,78.741,149.411,353.396,0.048
15,474.400,21.093,0.330,1.357,2.342,43.497,52.784,79.576,165.012,257.203,0.047
20,460.800,21.641,0.334,1.263,2.170,43.464,60.557,79.665,163.796,303.819,0.046
25,446.600,22.464,0.359,1.349,2.331,43.533,62.270,79.150,182.671,373.178,0.045
30,428.200,23.410,0.361,1.384,2.350,43.771,62.997,119.384,172.210,351.946,0.043
35,469.800,21.223,0.365,1.336,2.279,43.621,59.081,78.772,146.242,298.487,0.047
40,445.200,22.435,0.365,1.315,2.274,43.742,62.008,79.699,159.913,352.056,0.045
45,452.800,22.011,0.357,1.277,2.186,43.542,60.879,79.666,151.602,475.864,0.045
50,431.200,23.160,0.331,1.304,2.331,43.763,62.857,92.126,163.472,353.268,0.043
55,466.800,21.151,0.320,1.260,2.236,43.524,57.045,78.403,152.965,324.507,0.047
