Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,17.800,2.506,1.045,1.430,1.846,2.565,3.391,3.648,41.316,41.316,0.399
5,18.600,1.506,0.960,1.240,1.423,1.806,1.954,1.989,2.442,2.442,0.664
10,17.400,1.468,1.132,1.225,1.328,1.760,1.985,2.166,2.215,2.215,0.681
15,21.000,1.378,1.018,1.180,1.241,1.520,1.891,1.991,2.200,2.203,0.726
20,20.800,1.324,0.864,1.161,1.237,1.401,1.780,1.858,2.034,2.093,0.755
25,17.200,1.406,1.024,1.178,1.287,1.603,1.922,1.999,2.145,2.145,0.711
30,16.000,1.367,1.094,1.183,1.279,1.420,1.836,1.964,2.143,2.143,0.732
35,17.400,1.345,1.017,1.190,1.277,1.402,1.807,1.906,2.309,2.309,0.743
40,19.800,1.419,1.019,1.205,1.301,1.728,1.912,1.977,2.233,2.233,0.705
45,18.600,1.329,1.024,1.182,1.245,1.319,1.785,1.921,2.012,2.012,0.752
50,18.200,1.417,1.039,1.214,1.277,1.689,1.939,2.038,2.141,2.141,0.706
55,21.600,1.310,0.955,1.164,1.216,1.351,1.791,1.886,2.023,2.045,0.763
