Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,361,361.000,658,2391,4514,31061,42156,75092,142716,250583,317719
1,472,472.000,436,1566,2692,19484,43814,52425,75857,155070,193378
2,499,499.000,456,1633,2747,19993,43997,51069,79330,157627,267785
3,385,385.000,435,1574,2743,25839,44389,61847,81175,257566,449826
4,437,437.000,415,1647,2667,23505,43934,57318,122147,165913,292102
5,354,354.000,355,1465,2871,27587,44161,58585,80400,285940,353338
6,485,485.000,378,1323,2283,20664,43623,53424,79554,144290,294605
7,399,399.000,412,1697,2769,24704,44366,59649,79355,157629,299880
8,469,469.000,410,1346,2463,21474,43920,58188,90884,174972,184798
9,470,470.000,384,1515,2382,21590,44097,52085,79267,151368,200449
10,480,480.000,344,1508,2320,20365,43681,53443,79277,157194,186991
11,426,426.000,392,1436,2457,23369,43745,61421,79763,194370,353396
12,491,491.000,325,1222,2424,20706,43849,56940,79579,142657,240296
13,466,466.000,413,1287,2346,21599,43946,61755,78010,152164,323698
14,516,516.000,360,1345,2239,19043,43555,52042,76721,127846,169470
15,451,451.000,335,1364,2421,22635,43829,50908,89327,165012,257203
16,462,462.000,330,1268,2326,20940,43486,57915,82647,166975,242824
17,450,450.000,387,1484,2540,22596,43497,57485,111780,182477,253005
18,529,529.000,388,1321,2316,18875,43163,51476,78427,124688,166847
19,480,480.000,377,1319,2203,20827,43511,55454,78812,179845,197587
20,509,509.000,395,1281,2053,19563,43594,55643,77845,126952,180293
21,449,449.000,379,1301,2119,22549,43395,62095,118767,222370,303819
22,410,410.000,394,1377,2477,24224,43663,64099,86634,159337,218672
23,477,477.000,334,1174,2257,20977,43367,57067,79849,153032,294778
24,459,459.000,362,1250,2120,21435,43237,60079,110958,187396,286661
25,435,435.000,390,1424,2340,23937,43561,62239,78802,172745,274133
26,401,401.000,368,1413,2389,24060,43701,62560,99171,220296,373178
27,467,467.000,373,1401,2390,21394,43674,63283,78723,154601,345766
28,424,424.000,396,1309,2497,24025,43627,61977,78799,209705,294841
29,506,506.000,359,1219,2149,19609,43191,55306,78445,129572,263501
30,395,395.000,375,1435,2416,24719,43887,61162,81660,298962,351946
31,407,407.000,361,1344,2210,24910,43761,69904,122829,168144,199488
32,446,446.000,395,1293,2341,22205,43541,61873,121612,161012,199015
33,412,412.000,385,1493,2525,24418,44459,64570,105199,173822,333254
34,481,481.000,379,1373,2266,21317,43320,61363,78191,162789,235208
35,456,456.000,376,1424,2320,21167,43782,54776,78772,135749,193630
36,471,471.000,368,1287,2285,21655,43602,62425,81100,151509,167696
37,508,508.000,365,1290,2118,19595,43586,52333,75888,140014,195358
38,459,459.000,369,1369,2283,21551,43465,57543,79390,158880,298487
39,455,455.000,381,1379,2339,22315,43629,62662,78875,151519,283180
40,481,481.000,365,1365,2334,20462,43339,54227,80250,139083,166972
41,478,478.000,373,1228,2109,21035,43900,59286,79223,163262,217509
42,448,448.000,369,1330,2258,22407,43395,62150,118603,164203,222965
43,386,386.000,393,1491,2618,25512,43967,62105,78762,232262,352056
44,433,433.000,375,1231,2215,23455,44039,63653,79699,148639,261449
45,464,464.000,359,1339,2246,21150,43606,59360,78462,137269,157123
46,495,495.000,357,1254,2029,20148,43226,59026,111312,155025,184314
47,475,475.000,365,1254,2220,22191,43749,52868,78647,158311,475864
48,400,400.000,375,1300,2328,24029,43795,63550,109603,195781,327061
49,430,430.000,385,1311,2385,23007,43503,62151,97007,132199,201806
50,444,444.000,365,1427,2385,23639,43854,62191,121370,255191,353268
51,331,331.000,342,1365,2474,28700,44096,66974,121486,215999,308531
52,442,442.000,384,1243,2188,22688,43846,63529,79093,154888,180510
53,447,447.000,340,1337,2502,22222,43654,61845,96035,161054,200743
54,492,492.000,331,1272,2122,20276,43381,62155,79071,153239,229501
55,461,461.000,320,1189,2194,22128,43709,62410,79276,161961,262533
56,467,467.000,368,1290,2234,22028,43556,54180,79234,158484,324507
57,419,419.000,388,1325,2375,23927,43592,61590,80364,169759,310588
58,479,479.000,397,1193,2140,19866,43334,48215,75102,137986,201426
59,508,508.000,365,1292,2246,18377,43452,58387,77613,124566,134646
