Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,477,477.000,452,1671,2643,20264,43826,54145,84574,163312,243323
1,408,408.000,476,1612,2760,24191,44138,51663,68930,259933,471934
2,335,335.000,462,1594,2650,29907,44788,73600,126582,263365,372375
3,470,470.000,460,1641,2860,22285,43998,53331,80244,236126,305783
4,406,406.000,385,1677,3532,23326,44043,52996,80381,165001,257472
5,460,460.000,340,1643,2630,22069,43839,54780,78387,160020,263108
6,426,426.000,402,1619,2587,23484,43988,63874,123183,147438,189188
7,423,423.000,394,1293,2416,23758,43985,63609,124534,169904,281211
8,401,401.000,427,1421,2726,24517,44282,58928,80402,158313,228278
9,421,421.000,384,1453,2546,23826,43906,62150,81810,139909,253000
10,496,496.000,409,1663,2692,20231,43638,52709,77870,149162,235795
11,433,433.000,400,1475,2354,23026,43767,63296,121470,163730,192028
12,476,476.000,375,1321,2223,20730,43439,53600,80192,161772,243495
13,445,445.000,415,1455,2455,23240,43881,60001,80424,212594,470629
14,380,380.000,410,1600,2535,25474,44021,54821,112233,257487,382187
15,554,554.000,395,1269,2236,17983,43195,46450,77182,137225,233179
16,493,493.000,349,1358,2430,20436,43315,55893,122715,151437,245559
17,436,436.000,382,1458,2532,23082,43703,63021,120720,170596,289523
18,429,429.000,360,1435,2429,23043,43774,62749,78502,143657,155880
19,485,485.000,360,1395,2367,20673,43737,50296,78446,141936,230232
20,437,437.000,374,1428,2528,23260,43877,57529,107308,201020,298526
21,452,452.000,337,1522,2507,22795,43959,62510,79567,185477,291511
22,428,428.000,421,1540,2566,22185,43951,55822,78556,162712,192284
23,498,498.000,393,1258,2131,19972,43558,58934,78335,132860,239616
24,515,515.000,347,1284,2437,19997,43450,48215,79165,156401,206580
25,419,419.000,378,1361,2338,23469,43619,62734,81224,177280,313720
26,470,470.000,375,1372,2430,21832,43529,60547,122998,156091,199878
27,413,413.000,364,1314,2271,23070,43643,62118,122147,156853,234775
28,494,494.000,376,1415,2257,20717,43126,62548,120564,149110,218466
29,480,480.000,367,1309,2233,20768,43709,48692,79613,141432,352018
30,468,468.000,371,1426,2307,21354,43268,54342,81885,165197,460197
31,431,431.000,387,1425,2443,23093,43787,61263,84417,177322,210076
32,501,501.000,335,1315,2185,19747,43378,51822,79674,132673,309716
33,479,479.000,375,1468,2428,20874,43257,61813,78437,159800,275299
34,420,420.000,373,1516,2685,23812,43907,62488,122433,154334,264068
35,444,444.000,384,1495,2651,23362,43803,61961,80811,163738,451410
36,474,474.000,362,1391,2300,20505,43327,51150,77967,166571,369226
37,404,404.000,392,1604,2991,25043,44042,60944,124270,155091,323854
38,396,396.000,353,1453,2592,24870,43808,62436,124317,181236,227422
39,515,515.000,380,1362,2271,19373,43093,49191,77588,162015,293394
40,451,451.000,405,1390,2382,21845,43681,54594,79214,146478,196345
41,495,495.000,377,1336,2263,21187,43785,50352,77184,202442,287221
42,494,494.000,371,1339,2237,19569,43123,57956,79644,138392,258326
43,474,474.000,347,1431,2505,20866,43713,59803,78844,154807,160097
44,469,469.000,381,1530,2398,21522,43556,60735,79458,154600,347637
45,416,416.000,377,1301,2328,24177,43612,62189,121915,163357,230554
46,456,456.000,387,1505,2476,22044,43759,54591,79007,159936,356652
47,443,443.000,370,1424,2498,22328,43692,59477,78130,156547,196021
48,457,457.000,358,1362,2257,21635,43422,60960,80607,177798,269513
49,496,496.000,342,1360,2322,20606,43644,53028,77448,188036,328317
50,520,520.000,395,1305,2172,18820,43038,47306,78546,133648,253677
51,475,475.000,348,1251,2371,21740,43399,52557,78921,157390,208073
52,501,501.000,357,1444,2358,19335,43640,52908,78243,137275,176186
53,384,384.000,340,1347,2577,26082,43734,61556,120592,251305,295913
54,502,502.000,359,1385,2434,20163,43281,55468,78502,134040,271851
55,472,472.000,374,1572,2432,21220,43796,56474,79581,155925,233720
56,487,487.000,379,1344,2217,20415,43454,57671,78992,155530,197686
57,412,412.000,322,1414,2361,24319,43676,65636,121587,173705,318355
58,468,468.000,364,1466,2411,21330,43611,55850,79185,155525,391060
59,457,457.000,359,1393,2321,21650,43257,62555,80967,149631,237643
60,452,452.000,357,1342,2205,19327,43616,49283,73228,140989,249188
