Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,184.600,28.851,0.385,0.759,43.639,45.533,53.596,66.068,80.816,88.273,0.035
5,193.600,29.777,0.340,0.602,43.551,44.900,53.323,75.494,80.334,88.968,0.034
10,188.400,30.677,0.375,0.610,43.479,44.943,56.272,75.101,80.424,131.757,0.033
15,205.600,28.789,0.349,0.565,43.252,44.809,54.883,74.188,79.835,97.747,0.035
20,207.200,28.152,0.337,0.567,43.296,44.727,52.067,76.351,79.856,112.827,0.036
25,190.800,28.519,0.364,0.533,43.173,44.565,52.979,78.030,80.707,134.044,0.035
30,191.800,29.744,0.335,0.568,43.315,44.814,55.626,73.201,81.755,113.327,0.034
35,189.200,30.251,0.353,0.575,43.437,44.987,55.140,77.588,80.122,134.232,0.033
40,200.800,29.771,0.347,0.555,43.403,44.595,54.129,71.196,79.917,118.459,0.034
45,197.400,29.280,0.342,0.560,43.275,44.721,53.269,73.671,80.558,82.903,0.034
50,210.000,28.375,0.340,0.533,43.103,44.417,52.557,77.170,79.510,84.684,0.035
55,189.800,30.384,0.322,0.553,43.319,44.681,55.850,77.750,80.224,86.771,0.033
60,37.600,27.157,0.357,0.518,43.449,44.539,49.642,69.892,79.499,79.516,0.037
