Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,14.800,48.827,14.570,25.832,53.065,58.497,69.110,90.651,122.839,122.839,0.020
5,19.000,47.478,14.686,20.660,56.570,63.426,68.771,100.966,107.618,107.618,0.021
10,15.800,49.561,19.430,20.510,62.553,66.100,76.523,97.660,113.937,113.937,0.020
15,16.000,48.645,19.517,20.820,62.584,64.245,68.831,108.711,118.510,118.510,0.021
20,17.400,54.881,19.459,22.969,62.835,65.755,76.867,97.319,111.981,111.981,0.018
25,17.600,50.519,19.177,20.281,62.299,64.886,83.880,109.979,114.840,114.840,0.020
30,18.000,52.508,18.954,20.427,62.322,64.847,95.304,105.577,119.940,119.940,0.019
35,14.600,51.902,19.247,23.026,62.360,63.992,73.577,97.810,112.809,112.809,0.019
40,21.800,49.017,19.171,20.346,62.538,64.043,79.367,87.062,108.026,112.107,0.020
45,18.800,52.976,19.240,20.669,62.434,64.232,92.161,108.495,112.113,112.113,0.019
50,20.600,49.451,18.855,20.317,61.957,64.286,68.684,103.993,111.704,111.943,0.020
55,18.000,52.899,19.411,21.958,62.934,65.120,74.430,90.273,112.028,112.028,0.019
60,3.200,47.851,19.705,33.102,63.254,64.244,65.808,67.662,67.662,67.662,0.021
