Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,19.400,1.847,1.071,1.313,1.766,2.172,2.618,3.306,3.902,3.902,0.541
5,17.600,1.423,1.068,1.184,1.300,1.663,1.870,1.987,2.270,2.270,0.703
10,18.200,1.368,1.023,1.188,1.267,1.444,1.801,1.948,2.649,2.649,0.731
15,22.400,1.326,1.002,1.170,1.236,1.435,1.754,1.914,1.986,1.998,0.754
20,18.000,1.328,0.979,1.168,1.234,1.337,1.778,1.857,2.043,2.043,0.753
25,19.200,1.345,0.935,1.171,1.259,1.424,1.798,1.862,2.105,2.105,0.744
30,17.200,1.430,1.071,1.210,1.291,1.696,1.867,1.936,2.084,2.084,0.699
35,20.200,1.339,0.954,1.155,1.213,1.543,1.845,1.946,1.993,2.040,0.747
40,20.200,1.344,1.034,1.171,1.250,1.434,1.770,1.828,1.900,1.924,0.744
45,17.400,1.330,0.997,1.144,1.218,1.382,1.797,1.895,2.064,2.064,0.752
50,19.800,1.343,0.950,1.169,1.224,1.517,1.838,1.942,2.080,2.080,0.744
55,18.000,1.355,1.081,1.176,1.237,1.432,1.853,1.926,2.104,2.104,0.738
60,2.800,1.354,1.124,1.139,1.306,1.349,1.817,2.123,2.123,2.123,0.739
