Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,419.200,23.617,0.385,1.641,2.831,44.109,53.956,80.852,233.176,471.934,0.042
5,426.200,23.496,0.340,1.480,2.574,43.985,58.488,84.447,158.096,281.211,0.043
10,446.000,22.375,0.375,1.493,2.455,43.758,58.293,80.018,168.586,470.629,0.045
15,479.400,20.865,0.349,1.360,2.401,43.513,55.139,79.318,144.965,289.523,0.048
20,466.000,21.549,0.337,1.389,2.430,43.682,55.822,79.197,166.697,298.526,0.046
25,455.200,21.892,0.364,1.345,2.288,43.528,61.944,110.304,159.786,352.018,0.046
30,459.800,21.679,0.335,1.433,2.384,43.533,60.759,80.568,159.800,460.197,0.046
35,446.600,22.408,0.353,1.432,2.436,43.666,56.288,79.948,163.098,451.410,0.045
40,476.600,20.979,0.347,1.395,2.355,43.620,55.137,78.842,154.281,347.637,0.048
45,453.600,22.094,0.342,1.380,2.369,43.638,55.744,79.723,166.505,356.652,0.045
50,476.400,20.965,0.340,1.343,2.352,43.411,53.376,78.658,153.742,295.913,0.048
55,459.200,21.714,0.322,1.431,2.344,43.545,62.523,79.755,155.530,391.060,0.046
60,90.400,19.327,0.357,1.342,2.205,43.616,49.283,73.228,140.989,249.188,0.052
