Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,188.200,3.800,1.368,2.671,3.380,4.380,5.552,6.117,7.175,74.053,0.263
5,193.200,3.007,1.060,2.221,2.841,3.597,4.525,5.083,5.895,6.922,0.333
10,208.600,2.785,1.204,2.071,2.612,3.320,4.251,4.778,5.317,5.995,0.359
15,209.400,2.700,0.797,1.999,2.540,3.167,4.090,4.669,5.427,6.805,0.370
20,202.800,2.693,1.070,1.976,2.511,3.198,4.114,4.666,5.492,7.629,0.371
25,203.000,2.696,1.114,1.984,2.515,3.159,4.149,4.701,5.419,6.406,0.371
30,211.800,2.642,1.016,1.927,2.474,3.161,4.087,4.599,5.191,5.577,0.378
35,191.600,2.569,1.074,1.850,2.385,2.993,3.940,4.479,5.253,13.133,0.389
40,205.400,2.663,1.026,1.883,2.407,3.074,4.071,4.582,7.588,15.443,0.376
45,214.800,2.540,0.993,1.812,2.303,2.828,3.820,4.440,7.224,17.384,0.394
50,200.600,2.546,0.981,1.788,2.318,2.972,3.833,4.382,5.204,23.538,0.393
55,200.400,2.580,1.012,1.837,2.341,3.062,3.976,4.454,5.028,15.802,0.388
60,41.800,2.654,0.933,1.817,2.273,3.334,4.268,4.687,7.418,10.329,0.377
