Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,416.200,24.057,0.408,2.346,4.130,44.472,56.325,119.209,159.663,334.325,0.042
5,433.800,23.002,0.399,1.852,3.244,44.192,58.210,85.988,159.944,208.177,0.043
10,454.800,21.949,0.352,1.717,2.942,43.986,56.472,79.741,157.817,222.662,0.046
15,470.000,21.319,0.334,1.600,2.825,43.981,52.689,78.872,155.871,201.050,0.047
20,459.000,21.800,0.351,1.637,2.791,43.874,56.668,79.232,153.500,231.971,0.046
25,450.800,22.075,0.343,1.663,2.865,43.943,60.969,79.748,155.523,223.480,0.045
30,466.600,21.508,0.350,1.540,2.756,43.879,54.473,79.931,154.247,258.599,0.046
35,434.800,23.006,0.330,1.573,2.744,43.987,62.242,80.749,152.807,208.904,0.043
40,462.400,21.532,0.319,1.449,2.680,43.799,57.979,80.163,147.185,216.585,0.046
45,479.000,20.930,0.347,1.460,2.522,43.766,53.750,79.357,154.861,209.589,0.048
50,445.800,22.389,0.333,1.506,2.638,43.771,60.570,80.520,157.596,206.164,0.045
55,453.000,22.089,0.330,1.540,2.733,43.902,57.219,80.000,150.434,201.011,0.045
60,88.400,21.095,0.369,1.563,2.628,43.759,62.470,79.127,129.328,168.654,0.047
