Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,156.400,5.618,3.256,5.003,5.497,6.098,6.750,7.331,8.241,9.222,0.178
5,165.200,5.980,3.390,4.968,5.539,6.315,7.562,9.425,12.953,25.119,0.167
10,167.800,5.539,3.335,4.905,5.388,5.907,6.638,7.430,9.432,13.335,0.181
15,177.400,5.587,3.239,4.968,5.447,6.005,6.756,7.314,9.195,12.589,0.179
20,163.400,5.734,3.483,4.922,5.430,6.067,7.134,8.646,10.721,17.653,0.174
25,174.200,5.694,3.521,4.973,5.465,6.043,6.766,7.620,11.150,17.364,0.176
30,173.200,5.925,3.813,5.080,5.589,6.318,7.387,8.743,11.892,18.989,0.169
35,177.600,5.781,3.540,5.069,5.572,6.137,7.093,7.810,10.187,16.192,0.173
40,165.800,5.836,3.497,5.066,5.573,6.211,7.195,8.498,10.955,15.479,0.171
45,170.000,5.917,3.785,5.094,5.579,6.201,7.218,8.630,12.271,25.394,0.169
50,170.000,5.951,3.657,5.025,5.462,6.074,7.039,8.064,17.527,29.688,0.168
55,176.200,5.729,3.353,4.994,5.484,6.115,6.890,8.011,11.046,12.741,0.175
60,34.000,5.646,3.729,4.941,5.465,5.928,6.832,7.576,11.833,12.266,0.177
