Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1741891360.375210,2157727,3,1
1,NewOrder,1741891360.375210,2157970,5,1
1,NewOrder,1741891360.375214,2157770,7,1
2,Payment,1741891360.375221,2157751,9,1
2,Payment,1741891360.375222,2157934,2,1
2,Payment,1741891360.375238,2157690,0,1
2,Payment,1741891360.375306,1800415,1,1
1,NewOrder,1741891360.375316,2157619,4,1
2,Payment,1741891360.375405,2157143,6,1
2,Payment,1741891360.375415,2019011,8,1
5,StockLevel,1741891362.176014,31040386,1,1
2,Payment,1741891362.394463,298520,8,1
1,NewOrder,1741891362.532605,451648,6,1
2,Payment,1741891362.532955,291435,0,1
1,NewOrder,1741891362.532958,451265,3,1
1,NewOrder,1741891362.532959,451178,4,1
1,NewOrder,1741891362.532993,451131,9,1
1,NewOrder,1741891362.533003,451226,7,1
2,Payment,1741891362.533172,451069,2,1
5,StockLevel,1741891362.533286,30268362,5,1
2,Payment,1741891362.693020,290701,8,1
2,Payment,1741891362.824416,313824,0,1
1,NewOrder,1741891362.983752,491388,8,1
1,NewOrder,1741891362.984144,491004,9,1
2,Payment,1741891362.984154,490638,4,1
1,NewOrder,1741891362.984234,490904,3,1
1,NewOrder,1741891362.984249,491003,7,1
1,NewOrder,1741891362.984253,490916,2,1
1,NewOrder,1741891362.984265,490937,6,1
2,Payment,1741891363.138280,129446,0,1
1,NewOrder,1741891363.267774,590902,0,1
1,NewOrder,1741891363.474825,558924,4,1
2,Payment,1741891363.475159,189956,8,1
1,NewOrder,1741891363.475160,564544,3,1
1,NewOrder,1741891363.475160,558598,9,1
2,Payment,1741891363.475178,558286,2,1
2,Payment,1741891363.475213,383105,6,1
1,NewOrder,1741891363.475271,558517,7,1
1,NewOrder,1741891363.665164,513933,8,1
2,Payment,1741891363.858377,320412,6,1
4,Delivery,1741891363.858692,5144785,0,1
1,NewOrder,1741891364.033494,488954,2,1
1,NewOrder,1741891364.033768,501113,4,1
1,NewOrder,1741891364.033774,488669,9,1
2,Payment,1741891364.033803,488701,7,1
2,Payment,1741891364.039736,339397,3,1
1,NewOrder,1741891364.178816,542329,6,1
1,NewOrder,1741891364.179109,542068,8,1
2,Payment,1741891364.379169,142794,3,1
1,NewOrder,1741891364.522004,3388049,3,1
1,NewOrder,1741891364.522465,3387580,9,1
4,Delivery,1741891364.522472,4552725,2,1
1,NewOrder,1741891364.522531,3387434,7,1
2,Payment,1741891364.534911,176227,4,1
1,NewOrder,1741891364.711171,3383071,4,1
2,Payment,1741891364.721175,178698,6,1
1,NewOrder,1741891364.721199,3372917,8,1
1,NewOrder,1741891364.899947,3009132,6,1
1,NewOrder,1741891367.909138,1243865,6,1
1,NewOrder,1741891367.909981,1243048,7,1
1,NewOrder,1741891367.910062,1243040,9,1
2,Payment,1741891367.910075,183717,3,1
1,NewOrder,1741891368.093831,1212027,3,1
2,Payment,1741891368.094138,214890,8,1
3,OrderStatus,1741891368.094260,1008058,4,1
